SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,08:48:14,2025-04-30,Petal_2025_low,glb and ks,,,009,,-0.000707,1.896297,-0.000708,-0.008010,1.101133,1.101578,2.224338,1.123205,10.919196,10.914792,22.048365,0.441786,7.500000,48.49,48.51,19.47,19.14,19.14,100.88,79.5,79.7,-0.3,8,4.132,08:45:20,2025-04-30,-0.19,1,-0.000,-0.000,-9999.000,-0.003,-0.006,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479763,2.517686,1.059618,0.757367,0.340357,-0.002767,0.064810,0.114506,40.416241,0.000136,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
10,08:48:24,2025-04-30,Petal_2025_low,glb and ks,,,010,,-0.000554,1.904181,-0.000555,-0.006285,1.101702,1.102049,2.226425,1.124723,10.923108,10.919670,22.067514,0.441786,7.500000,48.47,48.49,19.49,19.15,19.15,100.89,79.9,79.9,0.1,8,4.132,08:45:20,2025-04-30,-0.19,1,-0.000,-0.000,-9999.000,-0.002,-0.006,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479726,2.517655,1.062483,0.757706,0.340156,-0.002766,0.065830,0.114503,40.346863,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
11,08:48:34,2025-04-30,Petal_2025_low,glb and ks,,,011,,-0.001976,1.893734,-0.001978,-0.022348,1.105276,1.106518,2.226533,1.121257,10.967949,10.955639,22.069685,0.441786,7.500000,48.59,48.64,19.50,19.15,19.15,100.89,79.3,79.6,-0.4,8,4.132,08:45:20,2025-04-30,-0.19,1,-0.001,-0.000,-9999.000,-0.005,-0.008,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479939,2.517817,1.058689,0.757226,0.339957,-0.002922,0.066796,0.114499,40.284992,0.000136,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
12,08:48:44,2025-04-30,Petal_2025_low,glb and ks,,,012,,-0.001055,1.906492,-0.001055,-0.011793,1.112147,1.112797,2.221147,1.109000,11.029531,11.023091,22.014988,0.441786,7.500000,48.84,48.87,19.52,19.12,19.12,100.89,80.0,79.9,0.1,8,4.132,08:45:20,2025-04-30,-0.19,1,0.001,0.001,-9999.000,-0.002,-0.005,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480254,2.518183,1.063325,0.757840,0.339733,-0.003543,0.067857,0.114581,40.218472,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
13,08:48:55,2025-04-30,Petal_2025_low,glb and ks,,,013,,-0.000262,1.903666,-0.000262,-0.002920,1.114838,1.114999,2.220711,1.105874,11.052395,11.050798,22.012739,0.441786,7.500000,48.90,48.91,19.53,19.11,19.11,100.88,79.9,79.6,0.3,8,4.132,08:45:20,2025-04-30,-0.19,1,0.001,0.000,-9999.000,-0.002,-0.007,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480313,2.518276,1.062295,0.757225,0.339499,-0.003772,0.068968,0.114461,40.145515,0.000138,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
14,08:49:07,2025-04-30,Petal_2025_low,glb and ks,,,014,,-0.001131,1.900493,-0.001131,-0.012612,1.116683,1.117380,2.222893,1.106210,11.075868,11.068954,22.034098,0.441786,7.500000,48.93,48.96,19.55,19.13,19.13,100.88,79.7,79.4,0.4,8,4.131,08:45:20,2025-04-30,-0.19,1,-0.000,0.001,-9999.000,-0.001,-0.005,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480380,2.518311,1.061141,0.756693,0.339255,-0.003799,0.070128,0.114487,40.078281,0.000134,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
15,08:49:19,2025-04-30,Petal_2025_low,glb and ks,,,015,,-0.001980,1.899075,-0.001982,-0.022036,1.119783,1.121003,2.223082,1.103299,11.111664,11.099572,22.035746,0.441786,7.500000,49.01,49.06,19.57,19.13,19.13,100.89,79.6,79.8,-0.2,8,4.131,08:45:20,2025-04-30,-0.19,1,-0.001,-0.000,-9999.000,-0.008,-0.005,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480519,2.518422,1.060626,0.757602,0.339001,-0.003996,0.071331,0.114505,40.013550,0.000138,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
16,08:49:29,2025-04-30,Petal_2025_low,glb and ks,,,016,,-0.000405,1.910260,-0.000406,-0.004505,1.121383,1.121631,2.223401,1.102018,11.117995,11.115542,22.039129,0.441786,7.500000,49.03,49.04,19.58,19.13,19.13,100.88,80.2,79.8,0.5,8,4.131,08:45:20,2025-04-30,-0.19,1,-0.000,-0.000,-9999.000,-0.004,-0.005,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480489,2.518454,1.064701,0.757694,0.338794,-0.004142,0.072328,0.114477,39.954185,0.000147,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
17,08:50:12,2025-04-30,Petal_2025_low,glb and ks,,,017,,-0.001369,1.901285,-0.001370,-0.015636,1.125897,1.126761,2.257891,1.131994,11.169849,11.161283,22.382999,0.441786,7.500000,48.96,48.99,19.68,19.38,19.38,100.88,79.7,79.7,0.0,9,4.130,08:49:59,2025-04-30,-0.25,1,-0.000,-0.000,-9999.000,-0.004,-0.006,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480396,2.518398,1.061429,0.757457,0.337567,-0.002410,0.076651,0.115312,39.737820,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
18,08:50:40,2025-04-30,Petal_2025_low,glb and ks,,,018,,-0.001783,1.890599,-0.001784,-0.020385,1.126233,1.127368,2.259391,1.133158,11.175890,11.164640,22.397926,0.441786,7.500000,48.75,48.80,19.75,19.39,19.39,100.88,79.2,79.7,-0.6,9,4.129,08:50:30,2025-04-30,-0.23,1,0.000,0.000,-9999.000,0.001,-0.004,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480105,2.518055,1.057556,0.757295,0.336581,-0.003119,0.079390,0.115471,39.610504,0.000139,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
19,08:51:09,2025-04-30,Petal_2025_low,glb and ks,,,019,,-0.000606,1.895924,-0.000606,-0.006963,1.131790,1.132177,2.270544,1.138753,11.223976,11.220148,22.509323,0.441786,7.500000,48.76,48.77,19.82,19.47,19.47,100.87,79.4,79.4,0.0,9,4.129,08:50:58,2025-04-30,-0.22,1,0.000,-0.000,-0.007,-0.002,-0.006,-0.007,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480054,2.518041,1.059483,0.756803,0.335548,-0.003105,0.082175,0.115452,39.487480,0.000137,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
20,08:51:38,2025-04-30,Petal_2025_low,glb and ks,,,020,,-0.001018,1.897583,-0.001019,-0.011796,1.132208,1.132862,2.280601,1.148393,11.230519,11.224041,22.608526,0.441786,7.500000,48.56,48.59,19.89,19.54,19.54,100.87,79.5,79.8,-0.3,9,4.128,08:51:27,2025-04-30,-0.23,1,0.000,-0.000,-9999.000,-0.002,-0.001,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479781,2.517749,1.060084,0.757504,0.334603,-0.003108,0.084922,0.115434,39.378761,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
21,08:52:11,2025-04-30,Petal_2025_low,glb and ks,,,021,,-0.001337,1.900959,-0.001338,-0.015540,1.141126,1.141984,2.292753,1.151627,11.320871,11.312357,22.728817,0.441786,7.500000,48.72,48.75,19.97,19.63,19.63,100.87,79.7,79.6,0.1,9,4.128,08:51:57,2025-04-30,-0.23,1,0.000,0.000,-0.005,-0.001,-0.002,-0.006,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479989,2.517958,1.061310,0.757218,0.333576,-0.003022,0.088081,0.115495,39.263607,0.000151,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
22,08:52:41,2025-04-30,Petal_2025_low,glb and ks,,,022,,-0.001747,1.893309,-0.001749,-0.020241,1.140448,1.141573,2.288255,1.147807,11.316537,11.305389,22.683725,0.441786,7.500000,48.49,48.54,20.04,19.59,19.59,100.88,79.3,79.8,-0.6,10,4.127,08:52:29,2025-04-30,-0.23,1,-0.000,-0.000,-9999.000,-0.001,-0.002,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479679,2.517609,1.058536,0.757504,0.332721,-0.004104,0.090882,0.115550,39.164185,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
23,08:53:08,2025-04-30,Petal_2025_low,glb and ks,,,023,,-0.001190,1.905354,-0.001191,-0.013639,1.142660,1.143412,2.278529,1.135869,11.334405,11.326955,22.586588,0.441786,7.500000,48.41,48.44,20.09,19.53,19.53,100.88,80.0,79.7,0.4,10,4.126,08:52:57,2025-04-30,-0.21,1,-0.000,-0.000,-9999.000,0.001,-0.004,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479526,2.517446,1.062910,0.757289,0.331935,-0.005543,0.093386,0.115604,39.076569,0.000147,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
24,08:53:36,2025-04-30,Petal_2025_low,glb and ks,,,024,,-0.000940,1.898874,-0.000941,-0.011046,1.145931,1.146542,2.310304,1.164373,11.365491,11.359431,22.901674,0.441786,7.500000,48.38,48.40,20.15,19.75,19.75,100.88,79.6,79.2,0.6,8,4.126,08:53:26,2025-04-30,-0.22,1,0.000,0.000,-9999.000,-0.002,-0.001,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479455,2.517396,1.060553,0.756253,0.331164,-0.003706,0.095974,0.114057,38.993954,0.000145,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
25,08:54:04,2025-04-30,Petal_2025_low,glb and ks,,,025,,-0.000719,1.894392,-0.000720,-0.008498,1.149939,1.150411,2.320807,1.170868,11.403019,11.398342,23.004137,0.441786,7.500000,48.37,48.39,20.21,19.82,19.82,100.89,79.4,79.4,-0.1,9,4.126,08:53:54,2025-04-30,-0.20,1,0.000,0.001,-9999.000,0.001,-0.004,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479428,2.517356,1.058928,0.756807,0.330395,-0.003547,0.098577,0.114718,38.912773,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
26,08:54:32,2025-04-30,Petal_2025_low,glb and ks,,,026,,-0.000658,1.898745,-0.000658,-0.007689,1.150343,1.150769,2.309165,1.158822,11.406993,11.402774,22.889597,0.441786,7.500000,48.23,48.24,20.26,19.74,19.74,100.88,79.6,79.7,-0.1,9,4.125,08:54:22,2025-04-30,-0.21,1,0.000,0.000,-9999.000,0.000,-0.003,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479205,2.517132,1.060506,0.757379,0.329667,-0.005082,0.101092,0.115078,38.833736,0.000138,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
27,08:55:01,2025-04-30,Petal_2025_low,glb and ks,,,027,,-0.001469,1.899460,-0.001470,-0.016975,1.153715,1.154654,2.298870,1.145155,11.445537,11.436228,22.787603,0.441786,7.500000,48.20,48.24,20.32,19.67,19.67,100.88,79.6,79.9,-0.4,9,4.125,08:54:51,2025-04-30,-0.21,1,-0.000,-0.000,-9999.000,0.001,-0.002,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479187,2.517091,1.060766,0.757855,0.328927,-0.006527,0.103723,0.115464,38.758636,0.000153,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
28,08:55:27,2025-04-30,Petal_2025_low,glb and ks,,,028,,-0.001251,1.897194,-0.001252,-0.014312,1.157556,1.158349,2.290787,1.133232,11.482185,11.474325,22.707539,0.441786,7.500000,48.21,48.24,20.37,19.61,19.61,100.88,79.5,79.9,-0.4,10,4.124,08:55:19,2025-04-30,-0.22,1,0.001,0.000,-9999.000,0.001,-0.002,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479182,2.517110,1.059943,0.757718,0.328264,-0.007735,0.106006,0.115772,38.695694,0.000148,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
29,08:55:54,2025-04-30,Petal_2025_low,glb and ks,,,029,,-0.001614,1.900701,-0.001616,-0.018990,1.157730,1.158780,2.323164,1.165434,11.485634,11.475228,23.026815,0.441786,7.500000,48.06,48.11,20.42,19.84,19.84,100.89,79.7,79.6,0.1,8,4.123,08:55:45,2025-04-30,-0.23,1,0.000,0.001,-9999.000,-0.005,-0.004,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478974,2.516882,1.061216,0.757258,0.327572,-0.005804,0.108341,0.114304,38.628101,0.000152,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
30,08:56:22,2025-04-30,Petal_2025_low,glb and ks,,,030,,-0.004072,1.894404,-0.004081,-0.047955,1.159124,1.161786,2.324327,1.165203,11.515374,11.488987,23.038229,0.441786,7.500000,47.97,48.08,20.47,19.85,19.85,100.89,79.4,79.7,-0.4,9,4.190,08:56:14,2025-04-30,-0.26,1,-0.000,0.000,-9999.000,0.001,-0.002,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478927,2.516792,1.058932,0.757301,0.326907,-0.006292,0.110718,0.115182,38.563370,0.000144,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-04-17T20:38:22.057Z
