Obs#,Time,Date,Species,t_or_b,Plant,Location,configName,configAuthor,Sample,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
11,14:23:09,3/16/24,Eschscholzia californica,t,KG_20,"37.80691,122.25910","\""Petals \""",Kevin Simonin,11,0.01339882,2.53226688,0.013328297,0.212048484,1.208997,1.201176,2.794223214,1.585226214,11.818094,11.89504,27.49137361,0.4417875,7.5,41.58,41.31,23.51,22.85,22.85,101.64,120.3,119.8,0.4,57,3.997,14:18:42,3/16/24,0.17,1,0,0.002,-9999,-0.006,-0.007,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486629,2.497807,1.356942,0.843391,0.289479,-0.008262,0.078854,0.156149,44.363739,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
12,14:23:20,3/16/24,Eschscholzia californica,t,KG_20,"37.80691,122.25911","\""Petals \""",Kevin Simonin,12,0.002736374,2.53355312,0.002733422,0.048205125,1.206997,1.205221,2.962743716,1.755746716,11.858205,11.875683,29.14938721,0.4417875,7.5,41.54,41.48,23.49,23.82,23.82,101.64,120.4,119.8,0.5,71,3.997,14:18:42,3/16/24,0.17,1,0,0.002,-9999,-0.002,-0.005,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486883,2.497754,1.357908,0.843308,0.289625,0.003045,0.079978,0.168365,44.328331,0.000135,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
13,14:24:32,3/16/24,Eschscholzia californica,b,KG_21,"37.80691,122.25912","\""Petals \""",Kevin Simonin,13,-0.003045934,2.534838,-0.003049599,-0.062184529,1.206245,1.208535,3.233145799,2.026900799,11.89292,11.870392,31.81603817,0.4417875,7.5,41.65,41.73,23.44,25.28,25.28,101.62,120.5,120,0.4,1721,3.996,14:18:42,3/16/24,0.17,1,0,0,-9999,0.002,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487261,2.497926,1.358314,0.843781,0.290242,0.020614,0.087774,1.600681,44.098377,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
14,14:24:42,3/16/24,Eschscholzia californica,b,KG_21,"37.80691,122.25913","\""Petals \""",Kevin Simonin,14,-0.006752037,2.534838,-0.00677007,-0.121698003,1.220756,1.225236,3.009397389,1.788641389,12.056559,12.012477,29.61422347,0.4417875,7.5,42.16,42.32,23.44,24.08,24.08,101.62,120.5,100.5,16.6,1387,3.996,14:18:42,3/16/24,0.17,1,-0.001,-0.001,-9999,-0.002,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488125,2.498688,1.358635,0.799351,0.290284,0.006675,0.08885,1.311285,44.071198,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
15,14:24:52,3/16/24,Eschscholzia californica,b,KG_21,"37.80691,122.25914","\""Petals \""",Kevin Simonin,15,-0.00183196,2.534838,-0.001833285,-0.029733896,1.214665,1.215759,2.829977982,1.615312982,11.96325,11.952479,27.84863198,0.4417875,7.5,41.97,42,23.43,23.06,23.06,101.62,120.5,119.9,0.4,1573,3.995,14:18:42,3/16/24,0.17,1,-0.001,-0.003,-9999,-0.001,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487666,2.498398,1.358258,0.843686,0.290352,-0.004947,0.089942,1.472133,44.050453,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
16,14:25:04,3/16/24,Eschscholzia californica,t,KG_21,"37.80691,122.25915","\""Petals \""",Kevin Simonin,16,-0.008061521,2.534838,-0.008087241,-0.134869808,1.274519,1.279481,2.934349191,1.659830191,12.590158,12.541331,28.87286423,0.4417875,7.5,44.05,44.22,23.43,23.66,23.66,101.63,120.5,119.9,0.5,31,3.996,14:18:42,3/16/24,0.17,1,0.003,0.003,-9999,0,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490917,2.501487,1.358603,0.843581,0.290407,0.001923,0.091188,0.133812,44.026852,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
17,14:25:14,3/16/24,Eschscholzia californica,t,KG_21,"37.80691,122.25916","\""Petals \""",Kevin Simonin,17,-0.000617097,2.53097928,-0.000617247,-0.010599229,1.295899,1.296289,3.003981698,1.708082698,12.756306,12.75246,29.56092991,0.4417875,7.5,44.78,44.8,23.43,24.05,24.05,101.62,120.2,119.6,0.5,32,3.995,14:18:42,3/16/24,0.17,1,0,-0.001,-9999,0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.491761,2.502575,1.356417,0.842945,0.290398,0.006455,0.092259,0.134677,44.008972,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
18,14:25:24,3/16/24,Eschscholzia californica,t,KG_21,"37.80691,122.25917","\""Petals \""",Kevin Simonin,18,0.008932544,2.534838,0.008901177,0.159835472,1.304524,1.298645,3.089814022,1.785290022,12.779302,12.83715,30.40556998,0.4417875,7.5,45.06,44.86,23.44,24.52,24.52,101.62,120.5,120.1,0.4,41,3.995,14:18:42,3/16/24,0.17,1,0,0.001,-9999,-0.007,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.491849,2.502982,1.358512,0.843981,0.290311,0.011738,0.093382,0.142239,43.986439,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
19,14:26:22,3/16/24,Eschscholzia californica,b,KG_22,"37.80691,122.25918","\""Petals \""",Kevin Simonin,19,0.006470606,2.534838,0.00645413,0.157348408,1.226732,1.22094,3.644845869,2.418113869,12.015297,12.072289,35.86740671,0.4417875,7.5,42.28,42.08,23.47,27.31,27.31,101.62,120.5,120,0.4,1805,3.994,14:18:42,3/16/24,0.17,1,0,0,-9999,-0.001,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487775,2.498862,1.358496,0.843814,0.2899,0.044301,0.099421,1.673618,43.870567,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
20,14:26:32,3/16/24,Eschscholzia californica,b,KG_22,"37.80691,122.25919","\""Petals \""",Kevin Simonin,20,0.003657048,2.53097928,0.003651771,0.069489909,1.259532,1.256968,3.151353033,1.891821033,12.369819,12.395043,31.0111497,0.4417875,7.5,43.39,43.3,23.48,24.85,24.85,101.62,120.2,119.9,0.3,1854,3.994,14:18:42,3/16/24,0.17,1,-0.001,-0.001,-9999,0,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489554,2.500494,1.356566,0.843587,0.289768,0.0151,0.100451,1.716398,43.845894,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
21,14:26:44,3/16/24,Eschscholzia californica,b,KG_22,"37.80691,122.25920","\""Petals \""",Kevin Simonin,21,0.001759723,2.534838,0.001758502,0.042619508,1.252063,1.250495,3.655538352,2.403475352,12.306175,12.321608,35.97262696,0.4417875,7.5,43.07,43.02,23.5,27.36,27.36,101.62,120.5,119.9,0.5,1815,3.994,14:18:42,3/16/24,0.17,1,0,-0.001,-9999,-0.001,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489139,2.500024,1.358704,0.84358,0.289517,0.044517,0.101646,1.68256,43.824078,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
22,14:26:57,3/16/24,Eschscholzia californica,t,KG_22,"37.80691,122.25921","\""Petals \""",Kevin Simonin,22,0.01040883,2.53226688,0.01036622,0.207387285,1.296305,1.288664,3.283496571,1.987191571,12.681078,12.756267,32.3115191,0.4417875,7.5,44.51,44.25,23.53,25.54,25.54,101.62,120.3,119.9,0.4,118,3.993,14:18:42,3/16/24,0.17,1,0.001,0.003,-9999,-0.005,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490939,2.502151,1.357271,0.843567,0.289173,0.02255,0.102961,0.208809,43.790459,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
23,14:27:10,3/16/24,Eschscholzia californica,t,KG_22,"37.80691,122.25922","\""Petals \""",Kevin Simonin,23,0.019666018,2.53355312,0.019514541,0.37243292,1.279036,1.265323,3.175888175,1.896852175,12.451087,12.586025,31.25258979,0.4417875,7.5,43.85,43.38,23.56,24.98,24.98,101.62,120.4,119.7,0.6,116,3.993,14:18:42,3/16/24,0.17,1,0.002,0.003,-9999,0.002,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489652,2.501158,1.357693,0.843103,0.288847,0.015633,0.104237,0.207071,43.754696,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
24,14:27:23,3/16/24,Eschscholzia californica,t,KG_22,"37.80691,122.25923","\""Petals \""",Kevin Simonin,24,0.010514418,2.53612152,0.010471006,0.194147421,1.364526,1.357395,3.206314307,1.841788307,13.357398,13.427564,31.55200066,0.4417875,7.5,46.68,46.44,23.6,25.14,25.14,101.62,120.6,119.9,0.5,100,3.993,14:18:42,3/16/24,0.17,1,0.002,0.001,-9999,0,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.494103,2.505321,1.35922,0.843717,0.288448,0.017106,0.105552,0.193668,43.726444,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
25,14:28:16,3/16/24,Eschscholzia californica,b,KG_23,"37.80691,122.25924","\""Petals \""",Kevin Simonin,25,0.003785709,2.53226688,0.003780058,0.06773831,1.246475,1.243978,3.029328029,1.782853029,12.239899,12.26447,29.80741935,0.4417875,7.5,42.38,42.29,23.7,24.19,24.19,101.63,120.3,120,0.2,1107,3.992,14:18:42,3/16/24,0.17,1,0.001,-0.001,-9999,0.001,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488028,2.498948,1.356774,0.843883,0.287259,0.004905,0.110595,1.06757,43.594837,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
26,14:28:29,3/16/24,Eschscholzia californica,b,KG_23,"37.80691,122.25925","\""Petals \""",Kevin Simonin,26,0.002508642,2.534838,0.002506161,0.040938057,1.232649,1.231142,2.859214815,1.626565815,12.115425,12.130252,28.13633945,0.4417875,7.5,41.89,41.84,23.71,23.23,23.23,101.62,120.5,120,0.4,1212,3.992,14:18:42,3/16/24,0.17,1,0.001,0.003,-9999,-0.004,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487356,2.498219,1.358858,0.84395,0.287174,-0.006214,0.1118,1.158913,43.55407,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
27,14:28:42,3/16/24,Eschscholzia californica,b,KG_23,"37.80691,122.25926","\""Petals \""",Kevin Simonin,27,0.002085997,2.53355312,0.002084281,0.034216362,1.247398,1.246138,2.881750326,1.634352326,12.262841,12.275242,28.35810201,0.4417875,7.5,42.38,42.34,23.71,23.36,23.36,101.62,120.4,119.9,0.4,127,3.992,14:18:42,3/16/24,0.17,1,-0.001,-0.001,-9999,-0.002,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488099,2.498957,1.357584,0.843536,0.287152,-0.004704,0.113084,0.216815,43.525459,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
28,14:29:09,3/16/24,Eschscholzia californica,t,KG_23,"37.80691,122.25927","\""Petals \""",Kevin Simonin,28,0.004999648,2.53355312,0.004989801,0.084031016,1.29443,1.291337,2.969879775,1.675449775,12.707695,12.738136,29.22534713,0.4417875,7.5,43.87,43.77,23.75,23.86,23.86,101.62,120.4,119.8,0.5,28,3.992,14:28:56,3/16/24,0.18,1,-0.001,-0.004,-9999,-0.004,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490185,2.501137,1.358118,0.843455,0.286687,0.000496,0.115693,0.131199,43.473602,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
29,14:29:21,3/16/24,Eschscholzia californica,t,KG_23,"37.80691,122.25928","\""Petals \""",Kevin Simonin,29,0.003686534,2.53355312,0.003681178,0.060279997,1.317387,1.315168,2.946742378,1.629355378,12.941319,12.963151,28.9948084,0.4417875,7.5,44.62,44.55,23.76,23.73,23.73,101.63,120.4,119.8,0.6,40,3.992,14:28:56,3/16/24,0.18,1,0.001,0.005,-9999,0,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.491321,2.502241,1.358155,0.843314,0.286564,-0.001152,0.116885,0.141727,43.450714,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
30,14:29:34,3/16/24,Eschscholzia californica,t,KG_23,"37.80691,122.25929","\""Petals \""",Kevin Simonin,30,0.006401756,2.53226688,0.006385613,0.096386597,1.257004,1.253452,2.76053913,1.50353513,12.334392,12.369351,27.16531322,0.4417875,7.5,42.59,42.47,23.76,22.65,22.65,101.62,120.3,119.4,0.7,53,3.992,14:28:56,3/16/24,0.18,1,-0.001,0.001,-9999,-0.002,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488273,2.499227,1.356768,0.842503,0.286602,-0.01336,0.118124,0.152632,43.426037,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
31,14:30:26,3/16/24,Eschscholzia californica,b,KG_24,"37.80691,122.25930","\""Petals \""",Kevin Simonin,31,-0.003222677,2.534838,-0.003226779,-0.067391405,1.248514,1.250993,3.322692753,2.074178753,12.312868,12.288464,32.70366883,0.4417875,7.5,42.24,42.33,23.78,25.74,25.74,101.6,120.5,119.7,0.7,1479,3.99,14:28:56,3/16/24,0.18,1,-0.001,-0.002,-9999,-0.003,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488061,2.498709,1.358935,0.843131,0.286344,0.02205,0.12306,1.391036,43.369888,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
32,14:30:36,3/16/24,Eschscholzia californica,b,KG_24,"37.80691,122.25931","\""Petals \""",Kevin Simonin,32,-0.001378001,2.53612152,-0.00137875,-0.029086193,1.306356,1.307424,3.400302378,2.093946378,12.867305,12.856787,33.46424936,0.4417875,7.5,44.15,44.18,23.8,26.13,26.13,101.61,120.6,119.7,0.8,1361,3.988,14:28:56,3/16/24,0.18,1,0,-0.002,-9999,-0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490779,2.501529,1.35932,0.843084,0.286122,0.026398,0.124086,1.28889,43.348076,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
33,14:30:47,3/16/24,Eschscholzia californica,b,KG_24,"37.80691,122.25932","\""Petals \""",Kevin Simonin,33,0.000460722,2.53355312,0.000460638,0.010137613,1.279078,1.278705,3.463116778,2.184038778,12.584564,12.588237,34.08244049,0.4417875,7.5,43.2,43.19,23.81,26.44,26.44,101.61,120.4,119.7,0.6,1660,3.99,14:28:56,3/16/24,0.18,1,0,0,-9999,-0.002,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489324,2.50013,1.357722,0.843175,0.286024,0.029954,0.1251,1.54804,43.332336,0.000136,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
