Obs#,Time,Date,Species,t_or_b,Plant,Location,configName,configAuthor,Sample,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
20,11:12:49,3/15/24,Eschscholzia californica,b,KG_4,"37.72540, 122.48125",Petals,Kevin Simonin,20,0.002733144,2.52969032,0.002730195,0.050675484,0.568022,0.566152,2.412808825,1.844786825,5.612178,5.630714,23.91761325,0.4417875,7.5,22.11,22.04,21.47,20.45,20.45,100.88,120.1,121.2,-0.9,99,4.117,11:12:24,3/15/24,-0.05,1,0,0.001,-9999,-0.001,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.439738,2.47605,1.352974,0.849484,0.314098,-0.010874,0.384733,0.193698,41.091442,0.000136,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
21,11:13:02,3/15/24,Eschscholzia californica,b,KG_4,"37.72540, 122.48126",Petals,Kevin Simonin,21,0.001190112,2.53226688,0.001189553,0.021610627,0.562415,0.561618,2.368499283,1.806084283,5.567386,5.575278,23.47838305,0.4417875,7.5,21.92,21.89,21.45,20.15,20.15,100.88,120.3,121.1,-0.7,102,4.117,11:12:24,3/15/24,-0.05,1,0,0.001,-9999,0.001,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.439492,2.475724,1.354216,0.849262,0.314314,-0.014121,0.38505,0.196441,41.081429,0.000139,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
25,11:15:58,3/15/24,Eschscholzia californica,b,KG_5,"37.72540, 122.48130",Petals,Kevin Simonin,25,0.00115829,2.5284,0.00115776,0.03282669,0.57043,0.569218,3.374258439,2.803828439,5.643689,5.655706,33.45487248,0.4417875,7.5,22.33,22.28,21.38,26,26,100.86,120,120.9,-0.8,1916,4.115,11:12:24,3/15/24,-0.05,1,0.001,0,-9999,0.001,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.440139,2.476424,1.351915,0.848851,0.315221,0.054713,0.389851,1.786618,41.057468,0.000147,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
26,11:16:06,3/15/24,Eschscholzia californica,b,KG_5,"37.72540, 122.48131",Petals,Kevin Simonin,26,0.00243306,2.52969032,0.002430722,0.067527835,0.556656,0.554165,3.305004182,2.748348182,5.494382,5.519085,32.76823499,0.4417875,7.5,21.76,21.66,21.4,25.65,25.65,100.86,120.1,121.1,-0.8,1963,4.115,11:12:24,3/15/24,-0.05,1,0.001,0.001,-9999,-0.002,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.439135,2.475465,1.352672,0.849288,0.314944,0.050337,0.39019,1.828105,41.064262,0.000144,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
27,11:16:16,3/15/24,Eschscholzia californica,b,KG_5,"37.72540, 122.48132",Petals,Kevin Simonin,27,0.000503015,2.53097928,0.000502915,0.013464642,0.587858,0.587362,3.23699484,2.64913684,5.82349,5.82841,32.09394051,0.4417875,7.5,22.94,22.92,21.43,25.3,25.3,100.86,120.2,121,-0.7,1917,4.115,11:12:24,3/15/24,-0.05,1,0.002,0,-9999,0.001,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.441163,2.477439,1.353169,0.8491,0.314587,0.045743,0.39063,1.787645,41.074635,0.000138,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
31,11:20:02,3/15/24,Eschscholzia californica,b,KG_6,"37.72540, 122.48136",Petals,Kevin Simonin,31,0.002139702,2.52969032,0.002137893,0.064076091,0.579077,0.576714,3.53941324,2.96033624,5.719853,5.743288,35.10277933,0.4417875,7.5,21.43,21.34,22.3,26.81,26.81,100.83,120.1,121.1,-0.8,2003,4.111,11:12:24,3/15/24,-0.05,1,0,0,-9999,0,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.438496,2.474785,1.352792,0.84916,0.303816,0.053712,0.396638,1.863116,41.273117,0.000135,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
32,11:20:13,3/15/24,Eschscholzia californica,b,KG_6,"37.72540, 122.48137",Petals,Kevin Simonin,32,0.00047782,2.53226688,0.00047773,0.013626958,0.57095,0.570448,3.390264777,2.819314777,5.657874,5.66285,33.62690713,0.4417875,7.5,21.08,21.06,22.34,26.08,26.08,100.82,120.3,121.2,-0.7,2018,4.111,11:12:24,3/15/24,-0.05,1,0,0,-9999,0.005,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.438039,2.474193,1.354425,0.849486,0.303371,0.044519,0.396801,1.87657,41.265965,0.000144,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
33,11:20:24,3/15/24,Eschscholzia californica,b,KG_6,"37.72540, 122.48138",Petals,Kevin Simonin,33,-0.000414928,2.53226688,-0.000414996,-0.012312135,0.590597,0.591051,3.520720851,2.930123851,5.862216,5.857721,34.92085747,0.4417875,7.5,21.75,21.77,22.38,26.72,26.72,100.82,120.3,120.9,-0.5,1998,4.111,11:12:24,3/15/24,-0.05,1,0,0,-9999,-0.003,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.43918,2.475319,1.353882,0.848828,0.30288,0.051706,0.396973,1.859147,41.266323,0.000151,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
37,11:23:15,3/15/24,Eschscholzia californica,b,KG_7,"37.72540, 122.48142",Petals,Kevin Simonin,37,0.00205212,2.53226688,0.002050458,0.042905506,0.579302,0.577723,2.655125572,2.075823572,5.730453,5.746119,26.33530621,0.4417875,7.5,20.65,20.6,22.91,22.01,22.01,100.82,120.3,120.9,-0.5,87,4.108,11:22:52,3/15/24,-0.09,1,0,0.001,-9999,-0.005,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.437206,2.473459,1.354618,0.848899,0.296441,-0.009917,0.399152,0.183231,41.108967,0.000144,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
38,11:23:24,3/15/24,Eschscholzia californica,b,KG_7,"37.72540, 122.48143",Petals,Kevin Simonin,38,6.53E-05,2.53097928,6.53E-05,0.001354577,0.580379,0.580329,2.638977101,2.058598101,5.756317,5.756812,26.17513491,0.4417875,7.5,20.69,20.68,22.92,21.91,21.91,100.82,120.2,120.8,-0.5,94,4.109,11:22:52,3/15/24,-0.09,1,0,0.001,-9999,0.005,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.43735,2.473517,1.353257,0.84856,0.296402,-0.011149,0.39928,0.189233,41.098953,0.000143,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
39,11:23:32,3/15/24,Eschscholzia californica,b,KG_7,"37.72540, 122.48144",Petals,Kevin Simonin,39,0.000489518,2.53097928,0.000489423,0.010178697,0.569048,0.568673,2.632541825,2.063493825,5.640476,5.644196,26.11130554,0.4417875,7.5,20.29,20.27,22.91,21.87,21.87,100.82,120.2,120.9,-0.6,101,4.108,11:22:52,3/15/24,-0.09,1,0.001,0.002,-9999,0.001,-0.005,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.436677,2.472838,1.353499,0.848843,0.29643,-0.011597,0.399366,0.19581,41.077496,0.000139,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
43,11:26:14,3/15/24,Eschscholzia californica,b,KG_8,"37.72540, 122.48148",Petals,Kevin Simonin,43,-0.00251481,2.53355312,-0.002517308,-0.051146217,0.608137,0.610017,2.622914667,2.014777667,6.052673,6.034019,26.02614275,0.4417875,7.5,21.81,21.88,22.82,21.81,21.81,100.78,120.4,120.7,-0.3,113,4.106,11:22:52,3/15/24,-0.09,1,-0.002,-0.002,-9999,0.004,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.439295,2.47542,1.355176,0.848399,0.2976,-0.011117,0.402684,0.206203,40.976643,0.000139,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
44,11:26:26,3/15/24,Eschscholzia californica,b,KG_8,"37.72540, 122.48149",Petals,Kevin Simonin,44,1.97E-06,2.5284,1.97E-06,4.10E-05,0.593297,0.593296,2.655125572,2.061828572,5.886617,5.886632,26.34314488,0.4417875,7.5,21.27,21.27,22.82,22.01,22.01,100.79,120,120.8,-0.7,113,4.106,11:22:52,3/15/24,-0.09,1,0,0.001,-9999,0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.438318,2.474519,1.351852,0.848624,0.297563,-0.008887,0.402951,0.206199,40.969849,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
45,11:26:37,3/15/24,Eschscholzia californica,b,KG_8,"37.72540, 122.48150",Petals,Kevin Simonin,45,0.004701425,2.53097928,0.004692709,0.092574958,0.658652,0.655245,2.614915592,1.956263592,6.500751,6.534554,25.94162293,0.4417875,7.5,23.61,23.49,22.82,21.76,21.76,100.8,120.2,120.9,-0.6,109,4.105,11:22:52,3/15/24,-0.09,1,-0.001,-0.001,-9999,0,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.441876,2.478415,1.353485,0.84889,0.297501,-0.011745,0.403291,0.202705,40.97879,0.000147,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
49,11:29:23,3/15/24,Eschscholzia californica,b,KG_9,"37.72540, 122.48154",Petals,Kevin Simonin,49,-0.002153978,2.53226688,-0.002155812,-0.053734688,0.610089,0.612066,3.076896185,2.466807185,6.071661,6.052047,30.52173579,0.4417875,7.5,21.28,21.35,23.27,24.45,24.45,100.81,120.3,121,-0.6,1700,4.103,11:22:52,3/15/24,-0.09,1,0,0.001,-9999,-0.001,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.438391,2.474478,1.354306,0.849094,0.292232,0.014076,0.406331,1.597667,41.015625,0.00014,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
50,11:29:34,3/15/24,Eschscholzia californica,b,KG_9,"37.72540, 122.48155",Petals,Kevin Simonin,50,0.001767989,2.53097928,0.001766755,0.043832918,0.62898,0.627366,3.084272013,2.455292013,6.222894,6.238904,30.59186682,0.4417875,7.5,21.89,21.83,23.31,24.49,24.49,100.82,120.2,121,-0.7,1629,4.103,11:22:52,3/15/24,-0.09,1,0,0.001,-9999,-0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.439156,2.475482,1.35385,0.849117,0.29173,0.014114,0.406404,1.535076,41.000961,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
51,11:29:57,3/15/24,Eschscholzia californica,b,KG_9,"37.72540, 122.48156",Petals,Kevin Simonin,51,-0.001150043,2.53226688,-0.001150565,-0.027508217,0.609439,0.610451,2.97703086,2.36759186,6.055027,6.044986,29.52817754,0.4417875,7.5,21.1,21.14,23.4,23.9,23.9,100.82,120.3,121,-0.6,1576,4.103,11:22:52,3/15/24,-0.09,1,0,0.001,-9999,0.004,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.438024,2.474153,1.353969,0.849042,0.290771,0.006166,0.406531,1.488762,40.975571,0.000145,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
55,11:31:43,3/15/24,Eschscholzia californica,b,KG_10,"37.72540, 122.48160",Petals,Kevin Simonin,55,0.001946023,2.53355312,0.00194453,0.047271031,0.641215,0.639478,3.047546834,2.406331834,6.342293,6.359528,30.22460412,0.4417875,7.5,21.66,21.6,23.8,24.29,24.29,100.83,120.4,120.9,-0.4,1792,4.1,11:22:52,3/15/24,-0.09,1,0,-0.001,-9999,0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.438727,2.47504,1.354952,0.848763,0.286069,0.005989,0.407414,1.678468,40.848614,0.000134,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
56,11:31:54,3/15/24,Eschscholzia californica,b,KG_10,"37.72540, 122.48161",Petals,Kevin Simonin,56,0.002112298,2.53226688,0.002110537,0.052586836,0.625904,0.623969,3.091663291,2.465759291,6.189036,6.208228,30.66517845,0.4417875,7.5,21.09,21.02,23.85,24.53,24.53,100.82,120.3,120.8,-0.4,1788,4.101,11:22:52,3/15/24,-0.09,1,0.001,0,-9999,-0.005,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.437777,2.474065,1.354499,0.848657,0.28553,0.008248,0.407573,1.674448,40.84182,0.000138,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
57,11:32:10,3/15/24,Eschscholzia californica,b,KG_10,"37.72540, 122.48162",Petals,Kevin Simonin,57,-0.001819899,2.53226688,-0.001821208,-0.044574177,0.611854,0.613494,3.034783645,2.422929645,6.084847,6.068577,30.10100819,0.4417875,7.5,20.54,20.6,23.91,24.22,24.22,100.82,120.3,120.7,-0.3,1901,4.1,11:22:52,3/15/24,-0.09,1,-0.002,-0.001,-9999,0.002,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.437078,2.473137,1.35438,0.848328,0.28486,0.003892,0.407693,1.773631,40.824654,0.000143,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
61,11:35:08,3/15/24,Eschscholzia californica,b,KG_11,"37.72540, 122.48166",Petals,Kevin Simonin,61,0.002137797,2.52969032,0.002135992,0.068482328,0.717082,0.714561,3.875213959,3.158131959,7.088756,7.113768,38.44458293,0.4417875,7.5,23.02,22.93,24.66,28.36,28.36,100.8,120.1,120.9,-0.6,1983,4.097,11:33:02,3/15/24,-0.04,1,0,-0.002,-9999,-0.003,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.440742,2.477077,1.35283,0.848778,0.27646,0.044578,0.40985,1.84545,40.709496,0.00015,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
62,11:35:20,3/15/24,Eschscholzia californica,b,KG_11,"37.72540, 122.48167",Petals,Kevin Simonin,62,-0.002392908,2.5284,-0.002395175,-0.081106702,0.769664,0.772652,4.101580199,3.331916199,7.663242,7.63361,40.67817315,0.4417875,7.5,24.63,24.73,24.71,29.34,29.34,100.83,120,120.9,-0.7,1953,4.098,11:33:02,3/15/24,-0.04,1,-0.002,-0.003,-9999,-0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.44357,2.479725,1.352193,0.848853,0.275923,0.056067,0.410029,1.819252,40.702343,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
63,11:35:33,3/15/24,Eschscholzia californica,b,KG_11,"37.72540, 122.48168",Petals,Kevin Simonin,63,0.004666648,2.53226688,0.004658064,0.143827549,0.753998,0.748711,3.797052503,3.043054503,7.425262,7.477686,37.65796393,0.4417875,7.5,24.06,23.89,24.76,28.01,28.01,100.83,120.3,120.9,-0.5,1897,4.098,11:33:02,3/15/24,-0.04,1,0,0,-9999,0.002,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.442247,2.478784,1.354314,0.848752,0.275391,0.039029,0.410232,1.769934,40.691612,0.000155,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
