Obs#,Time,Date,Species,t_or_b,Plant,Location,configName,configAuthor,Sample,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
11,11:21:46,3/8/24,,t,JR_2,37.72435-122.47617,Petals,Kevin Simonin,11,0.006967,2.53565,0.006948,0.101262,0.905397,0.901631,2.367635,1.462238,8.842555,8.879486,23.220074,0.441786,7.5,35.07,34.92,21.55,20.14,20.14,101.96,120.1,120.8,-0.6,88,4.026,11:13:16,3/8/24,0.04,1,0,0.001,-9999,0.002,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.45966,2.49671,1.352364,0.848491,0.313062,-0.015309,0.143274,0.184644,59.830429,0.000142,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
12,11:21:56,3/8/24,,t,JR_2,37.72435-122.47617,Petals,Kevin Simonin,12,0.007736,2.537392,0.007713,0.114782,0.910632,0.906368,2.403481,1.492849,8.888661,8.930474,23.570698,0.441786,7.5,35.31,35.14,21.53,20.39,20.39,101.97,120.2,120.8,-0.5,95,4.026,11:13:16,3/8/24,0.04,1,0.002,0,-9999,-0.003,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.459992,2.497086,1.353398,0.848613,0.313285,-0.012376,0.144124,0.190881,59.784653,0.000143,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
13,11:39:54,3/8/24,,b,JR_3,37.72540-122.48045,Petals,Kevin Simonin,13,0.016626,2.536636,0.016518,0.226855,1.004577,0.996141,2.383908,1.379331,9.754061,9.836665,23.342865,0.441786,7.5,41.7,41.35,20.42,20.25,20.25,102.13,120.1,120.9,-0.6,215,4.012,11:13:16,3/8/24,0.04,1,0,-0.003,-9999,-0.002,-0.005,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.469318,2.507051,1.352949,0.848739,0.327554,-0.001133,0.222344,0.295368,55.152657,0.000138,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
14,11:40:16,3/8/24,,b,JR_3,37.72540-122.48045,Petals,Kevin Simonin,14,0.008379,2.537068,0.008352,0.115045,1.013724,1.009447,2.397097,1.383373,9.883801,9.925676,23.47069,0.441786,7.5,42.12,41.94,20.41,20.34,20.34,102.13,120.2,120.9,-0.6,30,4.01,11:40:08,3/8/24,-0.15,1,-0.001,-0.003,-9999,-0.001,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.470179,2.507958,1.353205,0.848774,0.32776,0.000053,0.223916,0.133202,55.120827,0.000136,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
15,11:40:40,3/8/24,,b,JR_3,37.72540-122.48045,Petals,Kevin Simonin,15,0.015418,2.535196,0.015325,0.220175,0.997304,0.989108,2.439971,1.442667,9.684343,9.764595,23.889727,0.441786,7.5,41.48,41.14,20.39,20.63,20.63,102.13,120,121.1,-0.9,310,4.01,11:40:08,3/8/24,-0.15,1,-0.001,-0.002,-9999,-0.001,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.469013,2.506994,1.352095,0.84924,0.327955,0.003469,0.225571,0.378764,55.066467,0.000136,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
16,11:41:10,3/8/24,,t,JR_3,37.72540-122.48045,Petals,Kevin Simonin,16,0.004139,2.536039,0.004133,0.058875,1.020902,1.018712,2.451107,1.430205,9.97493,9.996372,24.000515,0.441786,7.5,42.5,42.41,20.38,20.71,20.71,102.13,120.1,121.1,-0.9,238,4.01,11:40:08,3/8/24,-0.15,1,0,-0.002,-9999,-0.002,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.470856,2.508531,1.352595,0.849374,0.328161,0.004485,0.227608,0.31626,55.004955,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
17,11:41:21,3/8/24,,t,JR_3,37.72540-122.48045,Petals,Kevin Simonin,17,0.00888,2.537177,0.008849,0.127108,1.048879,1.044156,2.490516,1.441637,10.223641,10.269889,24.385384,0.441786,7.5,43.65,43.46,20.38,20.96,20.96,102.13,120.2,121.1,-0.8,278,4.01,11:40:08,3/8/24,-0.15,1,0.002,0.005,-9999,0,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.472365,2.510256,1.35327,0.849248,0.328115,0.007386,0.228346,0.351137,55.005669,0.000138,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
18,11:41:30,3/8/24,,t,JR_3,37.72540-122.48045,Petals,Kevin Simonin,18,0.008355,2.535981,0.008327,0.122944,0.985515,0.98094,2.46789,1.482374,9.604444,9.649239,24.163254,0.441786,7.5,41.01,40.82,20.39,20.82,20.82,102.13,120.1,120.9,-0.7,246,4.009,11:40:08,3/8/24,-0.15,1,-0.001,0,-9999,-0.001,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.468553,2.50629,1.35256,0.848876,0.328066,0.005659,0.228964,0.322885,54.989578,0.000138,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
19,11:42:04,3/8/24,,b,JR_3,37.72540-122.48045,Petals,Kevin Simonin,19,0.003509,2.53469,0.003505,0.048929,1.00076,0.998938,2.402941,1.402181,9.780565,9.798405,23.527103,0.441786,7.5,41.56,41.49,20.42,20.38,20.38,102.14,120,121.1,-0.9,72,4.01,11:40:08,3/8/24,-0.15,1,0,-0.001,-9999,-0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.469521,2.507122,1.351795,0.849177,0.327672,0.000421,0.231207,0.170307,54.943085,0.000146,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
20,11:42:16,3/8/24,,b,JR_3,37.72540-122.48045,Petals,Kevin Simonin,20,0.005717,2.535575,0.005704,0.080141,1.003792,1.00081,2.414693,1.4109,9.799227,9.828428,23.642977,0.441786,7.5,41.66,41.54,20.43,20.46,20.46,102.13,120.1,121.2,-1,191,4.009,11:40:08,3/8/24,-0.15,1,-0.001,-0.002,-9999,0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.469592,2.507268,1.35232,0.849609,0.327533,0.001192,0.231969,0.275007,54.931999,0.000137,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
21,11:42:29,3/8/24,,b,JR_3,37.72540-122.48045,Petals,Kevin Simonin,21,0.005337,2.536582,0.005326,0.073912,1.009228,1.00648,2.402953,1.393725,9.854597,9.881511,23.527683,0.441786,7.5,41.86,41.75,20.44,20.38,20.38,102.13,120.1,120.9,-0.7,190,4.009,11:40:08,3/8/24,-0.15,1,-0.002,-0.003,-9999,0.001,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.469893,2.507566,1.352917,0.848879,0.327401,0.000186,0.232804,0.27401,54.913403,0.000146,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
22,11:42:43,3/8/24,,t,JR_3,37.72540-122.48045,Petals,Kevin Simonin,22,0.007499,2.53867,0.007477,0.101303,0.993921,0.990159,2.354865,1.360944,9.695794,9.732637,23.059219,0.441786,7.5,41.21,41.06,20.44,20.06,20.06,102.12,120.3,120.7,-0.4,33,4.008,11:40:08,3/8/24,-0.15,1,0,0.001,-9999,-0.005,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.46889,2.506587,1.354157,0.848392,0.327322,-0.003565,0.233703,0.13588,54.890869,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
23,11:43:06,3/8/24,,t,JR_3,37.72540-122.48045,Petals,Kevin Simonin,23,0.012251,2.533752,0.012192,0.176671,1.01698,1.010399,2.471478,1.454498,9.893991,9.958433,24.201115,0.441786,7.5,42.14,41.87,20.45,20.84,20.84,102.12,119.9,121.1,-0.9,301,4.008,11:40:08,3/8/24,-0.15,1,0.001,0.002,-0.011,0,-0.003,-0.003,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.470057,2.507974,1.35124,0.849146,0.327165,0.005142,0.235168,0.371371,54.859398,0.000143,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
24,11:43:27,3/8/24,,t,JR_3,37.72540-122.48045,Petals,Kevin Simonin,24,0.011721,2.537699,0.011667,0.17198,1.035015,1.028626,2.514186,1.479171,10.072347,10.134909,24.619015,0.441786,7.5,42.85,42.59,20.47,21.12,21.12,102.12,120.2,120.9,-0.6,127,4.008,11:40:08,3/8/24,-0.15,1,0.001,0,-9999,0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.471099,2.509043,1.35358,0.848903,0.327009,0.008174,0.236412,0.218143,54.816128,0.00014,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2024-02-26T22:08:31.163Z
