SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
18,15:56:24,3/7/25,Petal_2025,glb and ks,,Perry,9,bottom,0.046123,1.900104,0.04503,0.396209,0.975594,0.953476,1.85753,0.881936,9.37995,9.597532,18.273695,0.441786,7.5,47.47,46.39,17.88,16.28,16.28,101.65,79.7,79.9,-0.3,635,4.143,15:46:53,3/7/25,-0.19,1,-0.001,-0.001,-0.013,-0.005,-0.004,-0.004,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.477111,2.516547,1.061,0.757916,0.362879,-0.016267,0.102018,0.664099,39.473534,0.000138,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
20,15:57:28,3/7/25,Petal_2025,glb and ks,,Perry,10,bottom,0.008082,1.900407,0.008048,0.073857,0.93722,0.933096,1.857313,0.920094,9.178821,9.219388,18.270302,0.441786,7.5,46.62,46.42,17.52,16.28,16.28,101.66,79.7,79.7,0,71,4.142,15:57:17,3/7/25,-0.26,1,0,0,-0.006,0.001,-0.002,-0.005,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.477231,2.515483,1.06111,0.757363,0.368065,-0.012349,0.107474,0.169431,39.280056,0.000152,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
22,15:58:07,3/7/25,Petal_2025,glb and ks,,Perry,11,bottom,0.006234,1.900414,0.006214,0.063828,0.945816,0.942252,1.975103,1.029287,9.26811,9.303165,19.427366,0.441786,7.5,47.43,47.25,17.4,17.25,17.25,101.67,79.7,80,-0.3,411,4.141,15:57:17,3/7/25,-0.26,1,0,0,0.001,-0.001,-0.004,-0.009,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478449,2.516708,1.061112,0.757921,0.369962,-0.000341,0.110754,0.467667,39.135574,0.000135,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
24,15:58:45,3/7/25,Petal_2025,glb and ks,,Perry,12,bottom,0.008641,1.898341,0.008602,0.081324,0.935962,0.931415,1.883591,0.947629,9.163413,9.208144,18.531073,0.441786,7.5,47.16,46.93,17.32,16.5,16.5,101.64,79.6,79.6,0,825,4.141,15:57:17,3/7/25,-0.26,1,0.001,0,-9999,-0.004,0,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.47801,2.516326,1.060359,0.757081,0.371084,-0.007683,0.114252,0.830776,39.076569,0.00014,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
26,15:59:22,3/7/25,Petal_2025,glb and ks,,Perry,13,bottom,0.007434,1.893419,0.007405,0.068374,0.9362,0.932364,1.861951,0.925751,9.171846,9.20958,18.316372,0.441786,7.5,47.48,47.29,17.22,16.32,16.32,101.65,79.3,79.9,-0.7,131,4.14,15:57:17,3/7/25,-0.26,1,0.001,0,0.002,-0.001,-0.002,-0.002,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478535,2.51682,1.058575,0.757821,0.372616,-0.008517,0.117592,0.221945,39.029003,0.000136,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
28,15:59:57,3/7/25,Petal_2025,glb and ks,,Perry,14,bottom,0.011165,1.899558,0.011099,0.09376,0.933795,0.928556,1.781054,0.847259,9.134231,9.18576,17.520269,0.441786,7.5,47.61,47.34,17.14,15.62,15.62,101.66,79.6,79.8,-0.2,207,4.139,15:57:17,3/7/25,-0.26,1,0,-0.001,-9999,0.003,-0.001,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478631,2.517027,1.060801,0.75764,0.373862,-0.015127,0.120576,0.288977,38.970711,0.000139,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
30,16:00:52,3/7/25,Petal_2025,glb and ks,,Perry,15,bottom,0.020262,1.897933,0.020048,0.211906,0.939502,0.927649,1.998687,1.059185,9.123733,9.240317,19.657753,0.441786,7.5,48.17,47.57,17.05,17.43,17.43,101.67,79.6,79.7,-0.2,1278,4.138,15:57:17,3/7/25,-0.26,1,0.001,0.001,-9999,0.001,-0.002,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478971,2.517881,1.060211,0.75741,0.375222,0.005652,0.125534,1.227797,38.92815,0.000137,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
32,16:01:42,3/7/25,Petal_2025,glb and ks,,Perry,16,bottom,0.006377,1.896541,0.006355,0.056012,0.922075,0.918938,1.806166,0.884091,9.037816,9.068667,17.763763,0.441786,7.5,47.52,47.36,16.97,15.84,15.84,101.68,79.5,80.1,-0.8,160,4.138,15:57:17,3/7/25,-0.26,1,0,0,-0.002,0.001,-0.001,0,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478692,2.516934,1.059706,0.758223,0.376422,-0.010877,0.129708,0.2475,38.851261,0.000132,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
34,16:02:30,3/7/25,Petal_2025,glb and ks,,Perry,17,bottom,0.00882,1.902762,0.008779,0.080774,0.926838,0.922334,1.84942,0.922582,9.072556,9.116856,18.191853,0.441786,7.5,48.23,47.99,16.81,16.21,16.21,101.66,79.8,79.7,0.2,275,4.137,15:57:17,3/7/25,-0.26,1,0.001,0,0.002,-0.001,-0.001,-0.003,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.479629,2.518013,1.061966,0.757381,0.378731,-0.005165,0.133639,0.34865,38.7733,0.000137,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
36,16:03:00,3/7/25,Petal_2025,glb and ks,,Perry,18,bottom,0.004857,1.895915,0.004845,0.043715,0.931366,0.928917,1.836257,0.904891,9.136836,9.160922,18.061441,0.441786,7.5,48.59,48.46,16.77,16.1,16.1,101.67,79.4,80.1,-0.9,1314,4.137,15:57:17,3/7/25,-0.26,1,0,0,-0.002,-0.003,-0.002,0.002,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.480299,2.518552,1.059479,0.758286,0.379346,-0.005933,0.136044,1.258883,38.726448,0.000136,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
38,16:03:40,3/7/25,Petal_2025,glb and ks,,Perry,19,bottom,0.008951,1.899103,0.008909,0.081173,0.925523,0.920986,1.839175,0.913652,9.059423,9.104053,18.091341,0.441786,7.5,48.42,48.18,16.73,16.12,16.12,101.66,79.6,79.6,0.1,119,4.136,15:57:17,3/7/25,-0.26,1,0,0,-9999,-0.003,0.001,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.479912,2.518312,1.060636,0.757077,0.380016,-0.005176,0.139315,0.211142,38.6796,0.000144,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
40,16:04:52,3/7/25,Petal_2025,glb and ks,,Perry,20,bottom,0.010412,1.897656,0.010355,0.095224,0.93001,0.924683,1.852052,0.922042,9.095727,9.148131,18.217876,0.441786,7.5,48.84,48.56,16.67,16.23,16.23,101.66,79.5,79.6,-0.1,244,4.135,15:57:17,3/7/25,-0.26,1,0.001,0.001,0.001,0,-0.002,-0.002,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.480467,2.51895,1.060111,0.757195,0.380953,-0.003304,0.144969,0.32106,38.570522,0.000136,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
1,15:49:33,3/7/25,Petal_2025,glb and ks,,Perry,1,top  ,0.002467,1.904608,0.002464,0.032276,0.993669,0.991874,2.303802,1.310133,9.75766,9.775328,22.663897,0.441786,7.5,43.29,43.21,19.64,19.7,19.7,101.65,79.9,79.5,0.5,1159,4.15,15:46:53,3/7/25,-0.19,1,-0.001,0,-9999,-0.004,-0.01,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.472168,2.509943,1.062638,0.757073,0.337981,0.001566,0.063326,1.123049,41.350365,0.00014,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
3,15:51:28,3/7/25,Petal_2025,glb and ks,,Perry,2,top  ,0.006727,1.901324,0.006703,0.079281,0.970848,0.966426,2.154455,1.183607,9.508487,9.551991,21.197283,0.441786,7.5,43.74,43.55,19.1,18.63,18.63,101.64,79.7,79.8,-0.1,1469,4.147,15:46:53,3/7/25,-0.19,1,0,0.001,-9999,0,-0.005,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.472769,2.510746,1.061443,0.757643,0.345427,-0.004284,0.074481,1.3952,40.603996,0.000139,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
5,15:52:09,3/7/25,Petal_2025,glb and ks,,Perry,3,top  ,0.004851,1.89583,0.004839,0.063241,0.973451,0.969912,2.280277,1.306825,9.544967,9.579798,22.440353,0.441786,7.5,44.44,44.27,18.89,19.54,19.54,101.61,79.4,79.8,-0.4,1364,4.148,15:46:53,3/7/25,-0.19,1,0,0,-0.001,-0.003,-0.002,-0.008,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.473861,2.511823,1.059449,0.75759,0.348332,0.008241,0.078378,1.302711,40.405869,0.000144,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
7,15:52:42,3/7/25,Petal_2025,glb and ks,,Perry,4,top  ,0.003293,1.899868,0.003287,0.032434,0.970261,0.96845,1.95879,0.98853,9.527554,9.545369,19.27047,0.441786,7.5,44.64,44.56,18.77,17.12,17.12,101.65,79.7,79.7,-0.1,144,4.147,15:46:53,3/7/25,-0.19,1,0.001,0.001,-9999,0,-0.002,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.474297,2.512159,1.060914,0.757483,0.350112,-0.017156,0.081665,0.233583,40.303947,0.000146,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
9,15:53:26,3/7/25,Petal_2025,glb and ks,,Perry,5,top  ,0.008894,1.900197,0.008853,0.080392,0.966254,0.961766,1.876443,0.910188,9.461596,9.505745,18.45993,0.441786,7.5,44.99,44.79,18.58,16.44,16.44,101.65,79.7,79.6,0.1,152,4.146,15:46:53,3/7/25,-0.19,1,-0.002,-0.001,-0.007,-0.004,-0.004,-0.004,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.474664,2.512727,1.061033,0.757239,0.352824,-0.022362,0.085873,0.240065,40.146946,0.00014,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
11,15:53:59,3/7/25,Petal_2025,glb and ks,,Perry,6,top  ,0.009786,1.897165,0.009736,0.091725,0.971124,0.965993,1.915219,0.944095,9.502707,9.553182,18.840477,0.441786,7.5,45.65,45.41,18.42,16.76,16.76,101.65,79.5,79.6,-0.1,159,4.145,15:46:53,3/7/25,-0.19,1,-0.001,-0.001,-9999,0.001,-0.003,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.475592,2.513738,1.059932,0.757088,0.354978,-0.017169,0.088948,0.246341,40.005684,0.000146,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
13,15:54:26,3/7/25,Petal_2025,glb and ks,,Perry,7,top  ,0.005598,1.894756,0.005582,0.052857,0.967545,0.964583,1.916637,0.949092,9.488158,9.517293,18.853077,0.441786,7.5,45.76,45.62,18.33,16.77,16.77,101.66,79.4,79.6,-0.2,186,4.145,15:46:53,3/7/25,-0.19,1,0,0,-0.003,-0.003,-0.002,-0.004,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.475917,2.513925,1.05906,0.757097,0.356374,-0.015948,0.091438,0.269945,39.909126,0.000148,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
15,15:55:13,3/7/25,Petal_2025,glb and ks,,Perry,8,top  ,0.006294,1.902144,0.006273,0.058212,0.960244,0.956999,1.890234,0.92999,9.415014,9.446943,18.596251,0.441786,7.5,46.05,45.89,18.11,16.55,16.55,101.65,79.8,79.6,0.2,443,4.143,15:46:53,3/7/25,-0.19,1,0.001,0,-0.005,-0.001,0.001,-0.002,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.476348,2.514396,1.061741,0.757271,0.359528,-0.015869,0.095513,0.495239,39.702057,0.000149,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
17,15:55:43,3/7/25,Petal_2025,glb and ks,,Perry,9,top  ,0.004569,1.904623,0.004558,0.040752,0.954122,0.951854,1.850379,0.896257,9.3635,9.385815,18.202404,0.441786,7.5,46.04,45.93,18.01,16.22,16.22,101.66,79.9,79.5,0.5,97,4.144,15:46:53,3/7/25,-0.19,1,-0.001,0,-0.003,-0.002,-0.003,-0.006,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.476421,2.514402,1.062644,0.756961,0.360949,-0.018404,0.098293,0.191936,39.59584,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
19,15:56:45,3/7/25,Petal_2025,glb and ks,,Perry,10,top  ,0.008071,1.899882,0.008037,0.074658,0.944593,0.940424,1.875789,0.931196,9.250925,9.291944,18.452097,0.441786,7.5,46.42,46.21,17.72,16.43,16.43,101.66,79.7,79.4,0.4,613,4.143,15:46:53,3/7/25,-0.19,1,-0.001,0,-0.003,0.002,-0.003,-0.001,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.476892,2.515033,1.060919,0.756666,0.36519,-0.012836,0.10379,0.644822,39.418102,0.000142,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
21,15:57:52,3/7/25,Petal_2025,glb and ks,,Perry,11,top  ,0.002078,1.894834,0.002076,0.018539,0.939528,0.938488,1.835222,0.895694,9.230347,9.240568,18.050014,0.441786,7.5,47.02,46.97,17.43,16.09,16.09,101.67,79.4,79.5,-0.1,143,4.142,15:57:17,3/7/25,-0.26,1,0.001,0,-9999,0,-0.003,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478033,2.516089,1.059088,0.756867,0.369469,-0.01333,0.109419,0.232809,39.186714,0.000142,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
23,15:58:26,3/7/25,Petal_2025,glb and ks,,Perry,12,top  ,0.005754,1.894796,0.005737,0.053285,0.939753,0.936767,1.871024,0.93127,9.214248,9.243627,18.403812,0.441786,7.5,47.25,47.1,17.36,16.39,16.39,101.67,79.4,79.9,-0.6,786,4.141,15:57:17,3/7/25,-0.26,1,0,0,-9999,0,-0.004,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478239,2.516448,1.059074,0.757805,0.370568,-0.009215,0.112534,0.79608,39.099098,0.000139,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
25,15:59:06,3/7/25,Petal_2025,glb and ks,,Perry,13,top  ,0.006708,1.894439,0.006684,0.05609,0.932064,0.928919,1.773831,0.841767,9.137145,9.16808,17.447975,0.441786,7.5,47.11,46.95,17.27,15.56,15.56,101.66,79.4,79.2,0.3,121,4.14,15:57:17,3/7/25,-0.26,1,0,0.001,-9999,-0.004,-0.002,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478041,2.516255,1.058945,0.756242,0.371791,-0.017346,0.116139,0.213183,39.044739,0.000142,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
27,15:59:41,3/7/25,Petal_2025,glb and ks,,Perry,14,top  ,0.01024,1.901044,0.010185,0.084307,0.932242,0.927536,1.76262,0.830378,9.123455,9.169744,17.337526,0.441786,7.5,47.52,47.28,17.14,15.46,15.46,101.67,79.7,79.7,0.1,115,4.14,15:57:17,3/7/25,-0.26,1,0,-0.001,-9999,-0.001,-0.005,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.478538,2.51689,1.061341,0.75729,0.373795,-0.016926,0.119227,0.208081,38.99324,0.000143,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-03T23:21:16.747Z
