SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,13:15:13,2025-03-11,Petal_2025_low,glb and ks,,,009,,0.003004,1.897362,0.002999,0.033507,0.964101,0.962246,2.071353,1.107252,9.563432,9.581867,20.586464,0.441786,7.500000,52.48,52.38,16.11,18.00,18.00,100.62,79.5,79.1,0.5,1638,4.140,13:09:53,2025-03-11,-0.48,1,-0.001,-0.000,-0.004,-0.003,-0.006,-0.008,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.485973,2.524719,1.060004,0.756145,0.389698,0.022454,0.080680,1.543468,41.388630,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
10,13:16:53,2025-03-11,Petal_2025_low,glb and ks,,,010,,0.006760,1.899344,0.006736,0.070532,1.001515,0.997618,2.038842,1.037328,9.917738,9.956477,20.268990,0.441786,7.500000,53.83,53.62,16.30,17.75,17.75,100.59,79.6,79.8,-0.2,1599,4.138,13:09:53,2025-03-11,-0.48,1,0.000,0.001,0.002,-0.002,-0.002,-0.003,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.487659,2.526625,1.060724,0.757646,0.386590,0.017434,0.090007,1.508663,40.944817,0.000136,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
11,13:17:36,2025-03-11,Petal_2025_low,glb and ks,,,011,,-0.001467,1.903312,-0.001469,-0.017206,1.009016,1.009965,2.169212,1.160195,10.038038,10.028614,21.559793,0.441786,7.500000,53.85,53.91,16.41,18.74,18.74,100.61,79.8,79.5,0.4,1922,4.138,13:09:53,2025-03-11,-0.48,1,-0.002,-0.001,-0.003,-0.003,-0.004,-0.008,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.488029,2.526634,1.062166,0.757015,0.384882,0.027233,0.094060,1.791814,40.789604,0.000134,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
12,13:17:55,2025-03-11,Petal_2025_low,glb and ks,,,012,,-0.000009,1.900443,-0.000009,-0.000097,1.031456,1.031462,2.145814,1.114357,10.251010,10.250957,21.325809,0.441786,7.500000,54.77,54.77,16.50,18.56,18.56,100.62,79.7,80.2,-0.6,983,4.135,13:09:53,2025-03-11,-0.48,1,0.001,0.001,-0.002,-0.003,-0.004,-0.007,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489212,2.527934,1.061123,0.758456,0.383632,0.024381,0.095747,0.968512,40.729523,0.000136,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
13,13:21:15,2025-03-11,Petal_2025_low,glb and ks,,,013,,0.003520,1.905743,0.003514,0.039229,1.009911,1.007753,2.115690,1.105779,10.016724,10.038175,21.029253,0.441786,7.500000,53.64,53.53,16.49,18.34,18.34,100.61,80.0,79.6,0.5,1879,4.134,13:20:51,2025-03-11,-0.45,1,0.001,0.000,-0.001,-0.001,-0.001,-0.005,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.487481,2.526268,1.063052,0.757183,0.383693,0.021900,0.113678,1.754726,40.194511,0.000140,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
14,13:21:33,2025-03-11,Petal_2025_low,glb and ks,,,014,,0.004657,1.899619,0.004646,0.039974,1.006199,1.003990,1.859609,0.853410,9.978657,10.000607,18.482651,0.441786,7.500000,53.34,53.22,16.52,16.30,16.30,100.61,79.6,79.9,-0.3,137,4.132,13:20:51,2025-03-11,-0.45,1,-0.001,-0.000,0.002,-0.000,-0.001,-0.005,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.487050,2.525823,1.060823,0.757750,0.383217,-0.000972,0.115187,0.227072,40.145157,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
15,13:24:06,2025-03-11,Petal_2025_low,glb and ks,,,015,,0.005106,1.902133,0.005092,0.063048,1.018270,1.014793,2.243743,1.225472,10.086231,10.120789,22.301001,0.441786,7.500000,54.16,53.97,16.47,19.28,19.28,100.61,79.8,80.0,-0.3,198,4.132,13:20:51,2025-03-11,-0.45,1,-0.001,-0.001,0.002,-0.003,-0.001,-0.002,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.488108,2.527019,1.061737,0.758079,0.384019,0.032710,0.128315,0.280648,39.817928,0.000133,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
16,13:24:22,2025-03-11,Petal_2025_low,glb and ks,,,016,,0.005099,1.899523,0.005085,0.051564,1.024922,1.022073,2.029563,1.004642,10.158789,10.187099,20.172630,0.441786,7.500000,54.39,54.24,16.50,17.68,17.68,100.61,79.6,79.4,0.3,231,4.128,13:20:51,2025-03-11,-0.45,1,0.001,0.001,-9999.000,-0.002,-0.002,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.488475,2.527351,1.060789,0.756772,0.383495,0.014398,0.129648,0.309811,39.787888,0.000134,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
17,13:28:49,2025-03-11,Petal_2025_low,glb and ks,,,017,,0.004955,1.894405,0.004942,0.038861,1.021121,1.018966,1.801263,0.780142,10.126851,10.148264,17.901598,0.441786,7.500000,56.06,55.94,15.97,15.80,15.80,100.62,79.4,78.8,0.7,149,4.128,13:20:51,2025-03-11,-0.45,1,-0.001,-0.000,-0.003,0.000,0.000,-0.002,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.490962,2.529882,1.058932,0.755479,0.391809,-0.000290,0.151006,0.237563,39.369820,0.000136,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
18,13:29:13,2025-03-11,Petal_2025_low,glb and ks,,,018,,0.005997,1.903943,0.005978,0.049156,1.023368,1.020660,1.838999,0.815631,10.142927,10.169836,18.275265,0.441786,7.500000,56.03,55.88,16.01,16.12,16.12,100.63,79.9,71.6,10.3,121,4.126,13:20:51,2025-03-11,-0.45,1,0.001,0.001,0.004,0.000,0.001,-0.003,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.490869,2.529829,1.062396,0.740574,0.391134,0.002766,0.152897,0.213021,39.354088,0.000133,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
19,13:31:06,2025-03-11,Petal_2025_low,glb and ks,,,019,,0.001845,1.898510,0.001843,0.021276,1.015136,1.013960,2.157547,1.142411,10.082957,10.094648,21.454943,0.441786,7.500000,55.22,55.15,16.12,18.65,18.65,100.56,79.6,79.7,-0.1,1758,4.125,13:20:51,2025-03-11,-0.45,1,-0.001,-0.001,-0.003,0.001,-0.001,0.002,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489830,2.528631,1.060421,0.757342,0.389509,0.029595,0.161489,1.648517,39.277554,0.000136,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
20,13:31:57,2025-03-11,Petal_2025_low,glb and ks,,,020,,0.037827,1.896709,0.037088,0.452900,1.036304,1.011247,2.244553,1.208249,10.053885,10.302998,22.315483,0.441786,7.500000,55.74,54.39,16.29,19.28,19.28,100.58,79.5,79.6,-0.2,2034,4.124,13:31:33,2025-03-11,-0.42,1,0.001,0.000,-0.002,0.006,0.001,-0.001,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.488733,2.529296,1.059767,0.757221,0.386762,0.034766,0.164933,1.890249,39.266468,0.000133,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
1,13:41:38,2025-03-11,Petal_2025_low,glb and ks,,,001,,-0.004412,1.892313,-0.004422,-0.046150,1.032986,1.035548,2.066973,1.033987,10.291544,10.266083,20.542112,0.441786,7.500000,53.19,53.33,16.98,17.97,17.97,100.62,79.3,80.2,-1.2,308,4.124,13:41:09,2025-03-11,-0.49,1,0.000,0.000,-0.003,-0.026,-0.056,-0.109,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.487090,2.525565,1.058175,0.758456,0.376243,0.012306,0.184562,0.376900,82.153198,0.000129,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
2,13:42:36,2025-03-11,Petal_2025_low,glb and ks,,,002,Top,0.001599,1.905402,0.001597,0.025493,1.026266,1.024864,2.603151,1.576885,10.186045,10.199986,25.872522,0.441786,7.500000,52.04,51.97,17.22,21.69,21.69,100.61,80.0,80.0,-0.0,2074,4.123,13:41:09,2025-03-11,-0.49,1,-0.000,-0.000,-0.003,-0.018,-0.031,-0.062,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.485144,2.523840,1.062928,0.758013,0.372594,0.051832,0.189509,1.925607,79.866173,0.000142,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
1,14:02:07,2025-03-11,Petal_2025_low,glb and ks,,,001,,-0.004771,1.899400,-0.004783,-0.042562,1.081230,1.083579,1.962719,0.881489,10.773895,10.750538,19.515078,0.441786,7.500000,51.87,51.98,18.10,17.15,17.15,100.57,79.6,79.8,-0.2,598,4.123,14:01:55,2025-03-11,-0.28,1,-0.001,0.000,-0.010,-0.023,-0.045,-0.093,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484955,2.523071,1.060744,0.757519,0.359627,-0.009322,0.181075,0.631122,74.437019,0.000142,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
2,14:02:32,2025-03-11,Petal_2025_low,glb and ks,,,002,,0.051989,1.901938,0.050606,0.414682,1.107165,1.084325,1.918828,0.811663,10.782327,11.009446,19.080475,0.441786,7.500000,53.08,51.98,18.11,16.79,16.79,100.57,79.8,79.6,0.3,222,4.122,14:01:55,2025-03-11,-0.28,1,0.003,0.000,0.002,-0.020,-0.036,-0.067,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.484949,2.524816,1.061666,0.757075,0.359458,-0.013351,0.183533,0.301651,73.466423,0.000136,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
1,16:34:46,2025-03-11,Petal_2025_low,glb and ks,,,001,,0.008422,1.898572,0.008384,0.086771,1.262142,1.257350,2.286363,1.024222,12.480895,12.528455,22.695236,0.441786,7.500000,46.21,46.03,22.48,19.58,19.58,100.74,79.6,79.4,0.2,111,4.144,16:34:27,2025-03-11,0.13,1,-0.000,-0.000,0.002,-0.031,-0.060,-0.123,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.475582,2.513166,1.060443,0.756812,0.301682,-0.032231,0.095066,0.204412,63.359142,0.000144,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
2,16:35:08,2025-03-11,Petal_2025_low,glb and ks,,,002,,0.053726,1.904729,0.052252,0.535818,1.279166,1.249708,2.293904,1.014737,12.405005,12.697414,22.770025,0.441786,7.500000,47.23,46.15,22.33,19.63,19.63,100.74,79.9,79.6,0.4,169,4.143,16:34:27,2025-03-11,0.13,1,0.001,0.001,0.003,-0.022,-0.038,-0.079,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.475776,2.514710,1.062682,0.757140,0.303393,-0.030014,0.097487,0.254933,62.334179,0.000132,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
3,16:35:47,2025-03-11,Petal_2025_low,glb and ks,,,003,,0.003069,1.901782,0.003064,0.033191,1.233463,1.231634,2.305588,1.072125,12.227201,12.245359,22.889015,0.441786,7.500000,46.57,46.50,21.97,19.72,19.72,100.73,79.8,79.7,0.1,89,4.143,16:34:27,2025-03-11,0.13,1,0.000,0.001,-0.002,-0.016,-0.034,-0.061,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.476365,2.513823,1.061609,0.757351,0.307879,-0.024887,0.101559,0.185133,60.959457,0.000142,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
4,16:36:12,2025-03-11,Petal_2025_low,glb and ks,,,004,,0.031610,1.896049,0.031092,0.313418,1.234416,1.217077,2.232389,0.997973,12.082088,12.254218,22.161230,0.441786,7.500000,47.18,46.52,21.77,19.20,19.20,100.73,79.5,79.3,0.2,86,4.142,16:34:27,2025-03-11,0.13,1,0.000,-0.000,-9999.000,-0.013,-0.024,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.476429,2.514763,1.059528,0.756525,0.310354,-0.028356,0.104064,0.182585,60.239197,0.000141,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
5,16:36:30,2025-03-11,Petal_2025_low,glb and ks,,,005,,0.007590,1.893870,0.007560,0.078682,1.218222,1.213862,2.248576,1.030354,12.050503,12.093786,22.322529,0.441786,7.500000,47.01,46.84,21.61,19.31,19.31,100.73,79.3,79.6,-0.3,383,4.141,16:34:27,2025-03-11,0.13,1,-0.000,-0.001,-9999.000,-0.012,-0.026,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.476919,2.514544,1.058739,0.757163,0.312301,-0.025281,0.105839,0.443267,59.742092,0.000136,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
6,16:36:58,2025-03-11,Petal_2025_low,glb and ks,,,006,,0.102159,1.900341,0.096947,0.974162,1.266515,1.212795,2.261012,0.994498,12.039455,12.572736,22.445152,0.441786,7.500000,49.41,47.32,21.43,19.40,19.40,100.74,79.7,79.1,0.7,287,4.141,16:34:27,2025-03-11,0.13,1,0.000,0.000,-0.004,-0.009,-0.018,-0.043,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.477634,2.518111,1.061086,0.756113,0.314563,-0.022232,0.108556,0.358917,59.126259,0.000139,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
7,16:37:32,2025-03-11,Petal_2025_low,glb and ks,,,007,,0.006787,1.905392,0.006763,0.075308,1.193980,1.189839,2.296178,1.102198,11.811894,11.853008,22.794863,0.441786,7.500000,47.12,46.95,21.25,19.65,19.65,100.73,80.0,79.5,0.6,411,4.141,16:34:27,2025-03-11,0.13,1,0.000,-0.001,0.003,-0.010,-0.017,-0.033,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.477162,2.514788,1.062924,0.756908,0.316920,-0.017334,0.111769,0.467908,58.416367,0.000142,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
8,16:37:55,2025-03-11,Petal_2025_low,glb and ks,,,008,,0.064626,1.910087,0.062511,0.663583,1.230368,1.194006,2.280977,1.050609,11.854093,12.215090,22.645529,0.441786,7.500000,48.88,47.43,21.14,19.54,19.54,100.73,80.2,79.5,0.9,211,4.139,16:34:27,2025-03-11,0.13,1,0.000,0.000,-0.004,-0.005,-0.016,-0.034,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.477863,2.517395,1.064638,0.756885,0.318298,-0.017288,0.113973,0.291761,58.039070,0.000145,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
