Date, PAR(µmol/m²s)
Mar 12 2025 6:00:00 AM, 0.186
Mar 12 2025 6:05:00 AM, 0.209
Mar 12 2025 6:10:00 AM, 0.221
Mar 12 2025 6:15:00 AM, 0.212
Mar 12 2025 6:20:00 AM, 0.302
Mar 12 2025 6:25:00 AM, 0.224
Mar 12 2025 6:30:00 AM, 0.281
Mar 12 2025 6:35:00 AM, 0.197
Mar 12 2025 6:40:00 AM, 0.248
Mar 12 2025 6:45:00 AM, 0.329
Mar 12 2025 6:50:00 AM, 0.332
Mar 12 2025 6:55:00 AM, 0.349
Mar 12 2025 7:00:00 AM, 0.498
Mar 12 2025 7:05:00 AM, 0.978
Mar 12 2025 7:10:00 AM, 2.221
Mar 12 2025 7:15:00 AM, 4.933
Mar 12 2025 7:20:00 AM, 7.758
Mar 12 2025 7:25:00 AM, 9.85
Mar 12 2025 7:30:00 AM, 14.693
Mar 12 2025 7:35:00 AM, 15.364
Mar 12 2025 7:40:00 AM, 13.236
Mar 12 2025 7:45:00 AM, 23.36
Mar 12 2025 7:50:00 AM, 26.391
Mar 12 2025 7:55:00 AM, 33.952
Mar 12 2025 8:00:00 AM, 47.115
Mar 12 2025 8:05:00 AM, 55.37
Mar 12 2025 8:10:00 AM, 60.64
Mar 12 2025 8:15:00 AM, 60.955
Mar 12 2025 8:20:00 AM, 71.097
Mar 12 2025 8:25:00 AM, 63.471
Mar 12 2025 8:30:00 AM, 59.981
Mar 12 2025 8:35:00 AM, 101.671
Mar 12 2025 8:40:00 AM, 128.476
Mar 12 2025 8:45:00 AM, 103.522
Mar 12 2025 8:50:00 AM, 95.952
Mar 12 2025 8:55:00 AM, 118.444
Mar 12 2025 9:00:00 AM, 109.664
Mar 12 2025 9:05:00 AM, 148.559
Mar 12 2025 9:10:00 AM, 163.148
Mar 12 2025 9:15:00 AM, 154.12
Mar 12 2025 9:20:00 AM, 292.826
Mar 12 2025 9:25:00 AM, 306.869
Mar 12 2025 9:30:00 AM, 376.824
Mar 12 2025 9:35:00 AM, 380.559
Mar 12 2025 9:40:00 AM, 326.738
Mar 12 2025 9:45:00 AM, 369.356
Mar 12 2025 9:50:00 AM, 390.253
Mar 12 2025 9:55:00 AM, 385.756
Mar 12 2025 10:00:00 AM, 442.02
Mar 12 2025 10:05:00 AM, 578.294
Mar 12 2025 10:10:00 AM, 808.83
Mar 12 2025 10:15:00 AM, 824.866
Mar 12 2025 10:20:00 AM, 976.37
Mar 12 2025 10:25:00 AM, 730.634
Mar 12 2025 10:30:00 AM, 581.924
Mar 12 2025 10:35:00 AM, 508.205
Mar 12 2025 10:40:00 AM, 641.985
Mar 12 2025 10:45:00 AM, 530.563
Mar 12 2025 10:50:00 AM, 791.39
Mar 12 2025 10:55:00 AM, 788.269
Mar 12 2025 11:00:00 AM, 1102.421
Mar 12 2025 11:05:00 AM, 1577.262
Mar 12 2025 11:10:00 AM, 1205.74
Mar 12 2025 11:15:00 AM, 1619.545
Mar 12 2025 11:20:00 AM, 1299.936
Mar 12 2025 11:25:00 AM, 1405.782
Mar 12 2025 11:30:00 AM, 1759.861
Mar 12 2025 11:35:00 AM, 1892.946
Mar 12 2025 11:40:00 AM, 1211.516
Mar 12 2025 11:45:00 AM, 834.278
Mar 12 2025 11:50:00 AM, 570.596
Mar 12 2025 11:55:00 AM, 428.883
Mar 12 2025 12:00:00 PM, 407.348
Mar 12 2025 12:05:00 PM, 379.998
Mar 12 2025 12:10:00 PM, 426.01
Mar 12 2025 12:15:00 PM, 462.071
Mar 12 2025 12:20:00 PM, 474.504
Mar 12 2025 12:25:00 PM, 556.762
Mar 12 2025 12:30:00 PM, 627.185
Mar 12 2025 12:35:00 PM, 701.828
Mar 12 2025 12:40:00 PM, 733.582
Mar 12 2025 12:45:00 PM, 597.543
Mar 12 2025 12:50:00 PM, 775.803
Mar 12 2025 12:55:00 PM, 1438.791
Mar 12 2025 1:00:00 PM, 1521.654
Mar 12 2025 1:05:00 PM, 1139.397
Mar 12 2025 1:10:00 PM, 1178.677
Mar 12 2025 1:15:00 PM, 1007.468
Mar 12 2025 1:20:00 PM, 1032.085
Mar 12 2025 1:25:00 PM, 971.592
Mar 12 2025 1:30:00 PM, 1129.339
Mar 12 2025 1:35:00 PM, 1354.26
Mar 12 2025 1:40:00 PM, 1177.642
Mar 12 2025 1:45:00 PM, 1858.775
Mar 12 2025 1:50:00 PM, 1625.965
Mar 12 2025 1:55:00 PM, 1474.786
Mar 12 2025 2:00:00 PM, 1465.87
Mar 12 2025 2:05:00 PM, 1759.351
Mar 12 2025 2:10:00 PM, 1246.629
Mar 12 2025 2:15:00 PM, 1148.633
Mar 12 2025 2:20:00 PM, 1094.902
Mar 12 2025 2:25:00 PM, 980.932
Mar 12 2025 2:30:00 PM, 854.442
Mar 12 2025 2:35:00 PM, 861.494
Mar 12 2025 2:40:00 PM, 710.026
Mar 12 2025 2:45:00 PM, 640.211
Mar 12 2025 2:50:00 PM, 623.725
Mar 12 2025 2:55:00 PM, 744.284
Mar 12 2025 3:00:00 PM, 901.175
Mar 12 2025 3:05:00 PM, 719.044
Mar 12 2025 3:10:00 PM, 656.567
Mar 12 2025 3:15:00 PM, 667.766
Mar 12 2025 3:20:00 PM, 585.351
Mar 12 2025 3:25:00 PM, 531.069
Mar 12 2025 3:30:00 PM, 497.512
Mar 12 2025 3:35:00 PM, 415.737
Mar 12 2025 3:40:00 PM, 375.68
Mar 12 2025 3:45:00 PM, 326.36
Mar 12 2025 3:50:00 PM, 228.778
Mar 12 2025 3:55:00 PM, 193.024
Mar 12 2025 4:00:00 PM, 198.663
Mar 12 2025 4:05:00 PM, 209.672
Mar 12 2025 4:10:00 PM, 243.194
Mar 12 2025 4:15:00 PM, 281.493
Mar 12 2025 4:20:00 PM, 302.289
Mar 12 2025 4:25:00 PM, 345.422
Mar 12 2025 4:30:00 PM, 330.187
Mar 12 2025 4:35:00 PM, 245.727
Mar 12 2025 4:40:00 PM, 205.729
Mar 12 2025 4:45:00 PM, 193.382
Mar 12 2025 4:50:00 PM, 197.62
Mar 12 2025 4:55:00 PM, 226.334
Mar 12 2025 5:00:00 PM, 252.286
Mar 12 2025 5:05:00 PM, 214.956
Mar 12 2025 5:10:00 PM, 175.536
Mar 12 2025 5:15:00 PM, 158.323
Mar 12 2025 5:20:00 PM, 168.128
Mar 12 2025 5:25:00 PM, 156.433
Mar 12 2025 5:30:00 PM, 119.133
Mar 12 2025 5:35:00 PM, 83.406
Mar 12 2025 5:40:00 PM, 77.77
Mar 12 2025 5:45:00 PM, 78.229
Mar 12 2025 5:50:00 PM, 63.596
Mar 12 2025 5:55:00 PM, 59.233
Mar 12 2025 6:00:00 PM, 63.662
Mar 12 2025 6:05:00 PM, 63.545
Mar 12 2025 6:10:00 PM, 50.885
Mar 12 2025 6:15:00 PM, 29.335
Mar 12 2025 6:20:00 PM, 29.642
Mar 12 2025 6:25:00 PM, 31.317
Mar 12 2025 6:30:00 PM, 19.53
Mar 12 2025 6:35:00 PM, 14.008
Mar 12 2025 6:40:00 PM, 11.075
Mar 12 2025 6:45:00 PM, 7.067
Mar 12 2025 6:50:00 PM, 5.517
Mar 12 2025 6:55:00 PM, 3.988
Mar 12 2025 7:00:00 PM, 2.933
Mar 12 2025 7:05:00 PM, 2.105
Mar 12 2025 7:10:00 PM, 1.24
Mar 12 2025 7:15:00 PM, 0.576
Mar 12 2025 7:20:00 PM, 0.433
Mar 12 2025 7:25:00 PM, 0.349
Mar 12 2025 7:30:00 PM, 0.203
Mar 12 2025 7:35:00 PM, 0.266
Mar 12 2025 7:40:00 PM, 0.174
Mar 12 2025 7:45:00 PM, 0.314
Mar 12 2025 7:50:00 PM, 0.29
Mar 12 2025 7:55:00 PM, 0.272
Mar 12 2025 8:00:00 PM, 0.344
Mar 12 2025 8:05:00 PM, 0.159
Mar 12 2025 8:10:00 PM, 0.159
Mar 12 2025 8:15:00 PM, 0.18
Mar 12 2025 8:20:00 PM, 0.236
Mar 12 2025 8:25:00 PM, 0.168
Mar 12 2025 8:30:00 PM, 0.323
Mar 12 2025 8:35:00 PM, 0.224
Mar 12 2025 8:40:00 PM, 0.296
Mar 12 2025 8:45:00 PM, 0.188
Mar 12 2025 8:50:00 PM, 0.275
Mar 12 2025 8:55:00 PM, 0.272
Mar 12 2025 9:00:00 PM, 0.272
Mar 12 2025 9:05:00 PM, 0.197
Mar 12 2025 9:10:00 PM, 0.245
Mar 12 2025 9:15:00 PM, 0.236
Mar 12 2025 9:20:00 PM, 0.308
Mar 12 2025 9:25:00 PM, 0.233
Mar 12 2025 9:30:00 PM, 0.194
Mar 12 2025 9:35:00 PM, 0.218
Mar 12 2025 9:40:00 PM, 0.2
Mar 12 2025 9:45:00 PM, 0.269
Mar 12 2025 9:50:00 PM, 0.188
Mar 12 2025 9:55:00 PM, 0.18
Mar 12 2025 10:00:00 PM, 0.284
Mar 12 2025 10:05:00 PM, 0.224
Mar 12 2025 10:10:00 PM, 0.269
Mar 12 2025 10:15:00 PM, 0.32
Mar 12 2025 10:20:00 PM, 0.287
Mar 12 2025 10:25:00 PM, 0.153
Mar 12 2025 10:30:00 PM, 0.296
Mar 12 2025 10:35:00 PM, 0.278
Mar 12 2025 10:40:00 PM, 0.448
Mar 12 2025 10:45:00 PM, 0.242
Mar 12 2025 10:50:00 PM, 0.257
Mar 12 2025 10:55:00 PM, 0.293
Mar 12 2025 11:00:00 PM, 0.263
Mar 12 2025 11:05:00 PM, 0.177
Mar 12 2025 11:10:00 PM, 0.278
Mar 12 2025 11:15:00 PM, 0.2
Mar 12 2025 11:20:00 PM, 0.26
Mar 12 2025 11:25:00 PM, 0.218
Mar 12 2025 11:30:00 PM, 0.293
Mar 12 2025 11:35:00 PM, 0.165
Mar 12 2025 11:40:00 PM, 0.323
Mar 12 2025 11:45:00 PM, 0.263
Mar 12 2025 11:50:00 PM, 0.224
Mar 12 2025 11:55:00 PM, 0.224
Mar 13 2025 12:00:00 AM, 0.239
Mar 13 2025 12:05:00 AM, 0.2
Mar 13 2025 12:10:00 AM, 0.233
Mar 13 2025 12:15:00 AM, 0.212
Mar 13 2025 12:20:00 AM, 0.248
Mar 13 2025 12:25:00 AM, 0.144
Mar 13 2025 12:30:00 AM, 0.227
Mar 13 2025 12:35:00 AM, 0.227
Mar 13 2025 12:40:00 AM, 0.334
Mar 13 2025 12:45:00 AM, 0.26
Mar 13 2025 12:50:00 AM, 0.275
Mar 13 2025 12:55:00 AM, 0.281
Mar 13 2025 1:00:00 AM, 0.186
Mar 13 2025 1:05:00 AM, 0.215
Mar 13 2025 1:10:00 AM, 0.188
Mar 13 2025 1:15:00 AM, 0.182
Mar 13 2025 1:20:00 AM, 0.144
Mar 13 2025 1:25:00 AM, 0.26
Mar 13 2025 1:30:00 AM, 0.239
Mar 13 2025 1:35:00 AM, 0.254
Mar 13 2025 1:40:00 AM, 0.212
Mar 13 2025 1:45:00 AM, 0.221
Mar 13 2025 1:50:00 AM, 0.215
Mar 13 2025 1:55:00 AM, 0.248
Mar 13 2025 2:00:00 AM, 0.177
Mar 13 2025 2:05:00 AM, 0.23
Mar 13 2025 2:10:00 AM, 0.299
Mar 13 2025 2:15:00 AM, 0.251
Mar 13 2025 2:20:00 AM, 0.317
Mar 13 2025 2:25:00 AM, 0.254
Mar 13 2025 2:30:00 AM, 0.221
Mar 13 2025 2:35:00 AM, 0.278
Mar 13 2025 2:40:00 AM, 0.305
Mar 13 2025 2:45:00 AM, 0.296
Mar 13 2025 2:50:00 AM, -0.017
Mar 13 2025 2:55:00 AM, -0.16
Mar 13 2025 3:00:00 AM, 2.158
Mar 13 2025 3:05:00 AM, 3.988
Mar 13 2025 3:10:00 AM, 4.671
Mar 13 2025 3:15:00 AM, 6.074
Mar 13 2025 3:20:00 AM, 6.653
Mar 13 2025 3:25:00 AM, 8.33
Mar 13 2025 3:30:00 AM, 4.844
Mar 13 2025 3:35:00 AM, 1.676
Mar 13 2025 3:40:00 AM, -1.167
Mar 13 2025 3:45:00 AM, -1.027
Mar 13 2025 3:50:00 AM, -1.766
Mar 13 2025 3:55:00 AM, -1.76
Mar 13 2025 4:00:00 AM, -2.55
Mar 13 2025 4:05:00 AM, -4.058
Mar 13 2025 4:10:00 AM, -4.312
Mar 13 2025 4:15:00 AM, -5.23
Mar 13 2025 4:20:00 AM, -6.019
Mar 13 2025 4:25:00 AM, -6.77
Mar 13 2025 4:30:00 AM, -7.22
Mar 13 2025 4:35:00 AM, -8.535
Mar 13 2025 4:40:00 AM, -9.059
Mar 13 2025 4:45:00 AM, -9.244
Mar 13 2025 4:50:00 AM, -9.435
Mar 13 2025 4:55:00 AM, -9.896
Mar 13 2025 5:00:00 AM, -8.639
Mar 13 2025 5:05:00 AM, -9.935
Mar 13 2025 5:10:00 AM, -9.622
Mar 13 2025 5:15:00 AM, -9.73
Mar 13 2025 5:20:00 AM, -10.668
Mar 13 2025 5:25:00 AM, -10.046
Mar 13 2025 5:30:00 AM, -9.917
Mar 13 2025 5:35:00 AM, -10.603
Mar 13 2025 5:40:00 AM, -10.889
Mar 13 2025 5:45:00 AM, -10.964
Mar 13 2025 5:50:00 AM, -12.379
Mar 13 2025 5:55:00 AM, -12.343
Mar 13 2025 6:00:00 AM, -12.245
Mar 13 2025 6:05:00 AM, -12.924
Mar 13 2025 6:10:00 AM, -15.595
Mar 13 2025 6:15:00 AM, -16.101
Mar 13 2025 6:20:00 AM, -16.349
Mar 13 2025 6:25:00 AM, -16.647
Mar 13 2025 6:30:00 AM, -15.127
Mar 13 2025 6:35:00 AM, -13.306
Mar 13 2025 6:40:00 AM, -13.646
Mar 13 2025 6:45:00 AM, -13.735
Mar 13 2025 6:50:00 AM, -13.848
Mar 13 2025 6:55:00 AM, -13.923
Mar 13 2025 7:00:00 AM, -14.143
Mar 13 2025 7:05:00 AM, -13.863
Mar 13 2025 7:10:00 AM, -12.877
Mar 13 2025 7:15:00 AM, -9.867
Mar 13 2025 7:20:00 AM, -4.768
Mar 13 2025 7:25:00 AM, 1.944
Mar 13 2025 7:30:00 AM, 12.39
Mar 13 2025 7:35:00 AM, 34.038
Mar 13 2025 7:40:00 AM, 71.857
Mar 13 2025 7:45:00 AM, 119.383
Mar 13 2025 7:50:00 AM, 176.115
Mar 13 2025 7:55:00 AM, 216.908
Mar 13 2025 8:00:00 AM, 241.328
Mar 13 2025 8:05:00 AM, 222.18
Mar 13 2025 8:10:00 AM, 197.605
Mar 13 2025 8:15:00 AM, 243.822
Mar 13 2025 8:20:00 AM, 374.911
Mar 13 2025 8:25:00 AM, 280.235
Mar 13 2025 8:30:00 AM, 258.3
Mar 13 2025 8:35:00 AM, 449.268
Mar 13 2025 8:40:00 AM, 537.03
Mar 13 2025 8:45:00 AM, 519.25
Mar 13 2025 8:50:00 AM, 635.738
Mar 13 2025 8:55:00 AM, 798.164
Mar 13 2025 9:00:00 AM, 321.723
Mar 13 2025 9:05:00 AM, 674.138
Mar 13 2025 9:10:00 AM, 811.795
Mar 13 2025 9:15:00 AM, 845.093
Mar 13 2025 9:20:00 AM, 375.912
Mar 13 2025 9:25:00 AM, 890.578
Mar 13 2025 9:30:00 AM, 873.537
Mar 13 2025 9:35:00 AM, 156.082
Mar 13 2025 9:40:00 AM, 159.282
Mar 13 2025 9:45:00 AM, 581.101
Mar 13 2025 9:50:00 AM, 936.393
Mar 13 2025 9:55:00 AM, 1218.445
Mar 13 2025 10:00:00 AM, 1419.494
Mar 13 2025 10:05:00 AM, 1207.63
Mar 13 2025 10:10:00 AM, 318.987
Mar 13 2025 10:15:00 AM, 95.827
Mar 13 2025 10:20:00 AM, 252.131
Mar 13 2025 10:25:00 AM, 1342.381
Mar 13 2025 10:30:00 AM, 1327.211
Mar 13 2025 10:35:00 AM, 1390.333
Mar 13 2025 10:40:00 AM, 1395.414
Mar 13 2025 10:45:00 AM, 1433.406
Mar 13 2025 10:50:00 AM, 1468.883
Mar 13 2025 10:55:00 AM, 1635.543
Mar 13 2025 11:00:00 AM, 1125.918
Mar 13 2025 11:05:00 AM, 1568.634
Mar 13 2025 11:10:00 AM, 1604.626
Mar 13 2025 11:15:00 AM, 1810.936
Mar 13 2025 11:20:00 AM, 1161.242
Mar 13 2025 11:25:00 AM, 1820.058
Mar 13 2025 11:30:00 AM, 948.281
Mar 13 2025 11:35:00 AM, 1800.839
Mar 13 2025 11:40:00 AM, 874.004
Mar 13 2025 11:45:00 AM, 1776.115
Mar 13 2025 11:50:00 AM, 1754.395
Mar 13 2025 11:55:00 AM, 1756.708
Mar 13 2025 12:00:00 PM, 1774.109
Mar 13 2025 12:05:00 PM, 1798.619
Mar 13 2025 12:10:00 PM, 1844.362
Mar 13 2025 12:15:00 PM, 1933.99
Mar 13 2025 12:20:00 PM, 1780.743
Mar 13 2025 12:25:00 PM, 1286.564
Mar 13 2025 12:30:00 PM, 911.311
Mar 13 2025 12:35:00 PM, 1242.96
Mar 13 2025 12:40:00 PM, 915.707
Mar 13 2025 12:45:00 PM, 981.773
Mar 13 2025 12:50:00 PM, 1967.631
Mar 13 2025 12:55:00 PM, 1578.195
Mar 13 2025 1:00:00 PM, 1165.078
Mar 13 2025 1:05:00 PM, 292.403
Mar 13 2025 1:10:00 PM, 111.938
Mar 13 2025 1:15:00 PM, 244.574
Mar 13 2025 1:20:00 PM, 1490.707
Mar 13 2025 1:25:00 PM, 1885.17
Mar 13 2025 1:30:00 PM, 1854.519
Mar 13 2025 1:35:00 PM, 1846.32
Mar 13 2025 1:40:00 PM, 1845.212
Mar 13 2025 1:45:00 PM, 1846.91
Mar 13 2025 1:50:00 PM, 1863.716
Mar 13 2025 1:55:00 PM, 1830.933
Mar 13 2025 2:00:00 PM, 1417.658
Mar 13 2025 2:05:00 PM, 1814.086
Mar 13 2025 2:10:00 PM, 1858.492
Mar 13 2025 2:15:00 PM, 860.579
Mar 13 2025 2:20:00 PM, 830.27
Mar 13 2025 2:25:00 PM, 1570.008
Mar 13 2025 2:30:00 PM, 1781.578
Mar 13 2025 2:35:00 PM, 1741.75
Mar 13 2025 2:40:00 PM, 1586.191
Mar 13 2025 2:45:00 PM, 653.434
Mar 13 2025 2:50:00 PM, 979.326
Mar 13 2025 2:55:00 PM, 1704.658
Mar 13 2025 3:00:00 PM, 1605.738
Mar 13 2025 3:05:00 PM, 1584.096
Mar 13 2025 3:10:00 PM, 1559.058
Mar 13 2025 3:15:00 PM, 1536.596
Mar 13 2025 3:20:00 PM, 1511.229
Mar 13 2025 3:25:00 PM, 1488.66
Mar 13 2025 3:30:00 PM, 1467.288
Mar 13 2025 3:35:00 PM, 1441.134
Mar 13 2025 3:40:00 PM, 1418.252
Mar 13 2025 3:45:00 PM, 1396.684
Mar 13 2025 3:50:00 PM, 1395.638
Mar 13 2025 3:55:00 PM, 1249.275
Mar 13 2025 4:00:00 PM, 243.522
Mar 13 2025 4:05:00 PM, 617.52
Mar 13 2025 4:10:00 PM, 1115.636
Mar 13 2025 4:15:00 PM, 1141.31
Mar 13 2025 4:20:00 PM, 907.565
Mar 13 2025 4:25:00 PM, 1128.668
Mar 13 2025 4:30:00 PM, 1082.865
Mar 13 2025 4:35:00 PM, 1046.804
Mar 13 2025 4:40:00 PM, 1014.353
Mar 13 2025 4:45:00 PM, 994.531
Mar 13 2025 4:50:00 PM, 977.52
Mar 13 2025 4:55:00 PM, 962.795
Mar 13 2025 5:00:00 PM, 857.113
Mar 13 2025 5:05:00 PM, 860.644
Mar 13 2025 5:10:00 PM, 819.809
Mar 13 2025 5:15:00 PM, 770.883
Mar 13 2025 5:20:00 PM, 731.69
Mar 13 2025 5:25:00 PM, 692.914
Mar 13 2025 5:30:00 PM, 676.496
Mar 13 2025 5:35:00 PM, 543.98
Mar 13 2025 5:40:00 PM, 556.029
Mar 13 2025 5:45:00 PM, 479.341
Mar 13 2025 5:50:00 PM, 554.691
Mar 13 2025 5:55:00 PM, 418.992
Mar 13 2025 6:00:00 PM, 319.21
Mar 13 2025 6:05:00 PM, 288.49
Mar 13 2025 6:10:00 PM, 354.437
Mar 13 2025 6:15:00 PM, 265.131
Mar 13 2025 6:20:00 PM, 205.506
Mar 13 2025 6:25:00 PM, 154.705
Mar 13 2025 6:30:00 PM, 182.764
Mar 13 2025 6:35:00 PM, 123.487
Mar 13 2025 6:40:00 PM, 80.238
Mar 13 2025 6:45:00 PM, 62.937
Mar 13 2025 6:50:00 PM, 49.368
Mar 13 2025 6:55:00 PM, 36.041
Mar 13 2025 7:00:00 PM, 23.601
Mar 13 2025 7:05:00 PM, 14.428
Mar 13 2025 7:10:00 PM, 5.124
Mar 13 2025 7:15:00 PM, -3.874
Mar 13 2025 7:20:00 PM, -7.176
Mar 13 2025 7:25:00 PM, -8.609
Mar 13 2025 7:30:00 PM, -9.11
Mar 13 2025 7:35:00 PM, -9.092
Mar 13 2025 7:40:00 PM, -8.937
Mar 13 2025 7:45:00 PM, -8.907
Mar 13 2025 7:50:00 PM, -8.788
Mar 13 2025 7:55:00 PM, -8.895
Mar 13 2025 8:00:00 PM, -8.761
Mar 13 2025 8:05:00 PM, -8.853
Mar 13 2025 8:10:00 PM, -8.788
Mar 13 2025 8:15:00 PM, -9.113
Mar 13 2025 8:20:00 PM, -10.549
Mar 13 2025 8:25:00 PM, -10.77
