SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,13:15:13,3/11/25,Petal_2025_low,glb and ks,Eschscholzia californica,PC,009,Top,0.003004,1.897362,0.002999,0.033507,0.964101,0.962246,2.071353,1.107252,9.563432,9.581867,20.586464,0.441786,7.5,52.48,52.38,16.11,18,18,100.62,79.5,79.1,0.5,1638,4.14,13:09:53,3/11/25,-0.48,1,-0.001,0,-0.004,-0.003,-0.006,-0.008,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.485973,2.524719,1.060004,0.756145,0.389698,0.022454,0.08068,1.543468,41.38863,0.000141,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
10,13:16:53,3/11/25,Petal_2025_low,glb and ks,Eschscholzia californica,PC,010,Bottom,0.00676,1.899344,0.006736,0.070532,1.001515,0.997618,2.038842,1.037328,9.917738,9.956477,20.26899,0.441786,7.5,53.83,53.62,16.3,17.75,17.75,100.59,79.6,79.8,-0.2,1599,4.138,13:09:53,3/11/25,-0.48,1,0,0.001,0.002,-0.002,-0.002,-0.003,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487659,2.526625,1.060724,0.757646,0.38659,0.017434,0.090007,1.508663,40.944817,0.000136,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
11,13:17:36,3/11/25,Petal_2025_low,glb and ks,Eschscholzia californica,PC,011,Top,-0.001467,1.903312,-0.001469,-0.017206,1.009016,1.009965,2.169212,1.160195,10.038038,10.028614,21.559793,0.441786,7.5,53.85,53.91,16.41,18.74,18.74,100.61,79.8,79.5,0.4,1922,4.138,13:09:53,3/11/25,-0.48,1,-0.002,-0.001,-0.003,-0.003,-0.004,-0.008,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488029,2.526634,1.062166,0.757015,0.384882,0.027233,0.09406,1.791814,40.789604,0.000134,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
12,13:17:55,3/11/25,Petal_2025_low,glb and ks,Eschscholzia californica,PC,012,Bottom,-0.000009,1.900443,-0.000009,-0.000097,1.031456,1.031462,2.145814,1.114357,10.25101,10.250957,21.325809,0.441786,7.5,54.77,54.77,16.5,18.56,18.56,100.62,79.7,80.2,-0.6,983,4.135,13:09:53,3/11/25,-0.48,1,0.001,0.001,-0.002,-0.003,-0.004,-0.007,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489212,2.527934,1.061123,0.758456,0.383632,0.024381,0.095747,0.968512,40.729523,0.000136,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
13,13:21:15,3/11/25,Petal_2025_low,glb and ks,Eschscholzia californica,PC,013,Top,0.00352,1.905743,0.003514,0.039229,1.009911,1.007753,2.11569,1.105779,10.016724,10.038175,21.029253,0.441786,7.5,53.64,53.53,16.49,18.34,18.34,100.61,80,79.6,0.5,1879,4.134,13:20:51,3/11/25,-0.45,1,0.001,0,-0.001,-0.001,-0.001,-0.005,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487481,2.526268,1.063052,0.757183,0.383693,0.0219,0.113678,1.754726,40.194511,0.00014,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
14,13:21:33,3/11/25,Petal_2025_low,glb and ks,Eschscholzia californica,PC,014,Bottom,0.004657,1.899619,0.004646,0.039974,1.006199,1.00399,1.859609,0.85341,9.978657,10.000607,18.482651,0.441786,7.5,53.34,53.22,16.52,16.3,16.3,100.61,79.6,79.9,-0.3,137,4.132,13:20:51,3/11/25,-0.45,1,-0.001,0,0.002,0,-0.001,-0.005,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48705,2.525823,1.060823,0.75775,0.383217,-0.000972,0.115187,0.227072,40.145157,0.000143,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
15,13:24:06,3/11/25,Petal_2025_low,glb and ks,Eschscholzia californica,PC,015,Top,0.005106,1.902133,0.005092,0.063048,1.01827,1.014793,2.243743,1.225472,10.086231,10.120789,22.301001,0.441786,7.5,54.16,53.97,16.47,19.28,19.28,100.61,79.8,80,-0.3,198,4.132,13:20:51,3/11/25,-0.45,1,-0.001,-0.001,0.002,-0.003,-0.001,-0.002,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488108,2.527019,1.061737,0.758079,0.384019,0.03271,0.128315,0.280648,39.817928,0.000133,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
16,13:24:22,3/11/25,Petal_2025_low,glb and ks,Eschscholzia californica,PC,016,Bottom,0.005099,1.899523,0.005085,0.051564,1.024922,1.022073,2.029563,1.004642,10.158789,10.187099,20.17263,0.441786,7.5,54.39,54.24,16.5,17.68,17.68,100.61,79.6,79.4,0.3,231,4.128,13:20:51,3/11/25,-0.45,1,0.001,0.001,-9999,-0.002,-0.002,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488475,2.527351,1.060789,0.756772,0.383495,0.014398,0.129648,0.309811,39.787888,0.000134,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
17,13:28:49,3/11/25,Petal_2025_low,glb and ks,Eschscholzia californica,PC,017,Top,0.004955,1.894405,0.004942,0.038861,1.021121,1.018966,1.801263,0.780142,10.126851,10.148264,17.901598,0.441786,7.5,56.06,55.94,15.97,15.8,15.8,100.62,79.4,78.8,0.7,149,4.128,13:20:51,3/11/25,-0.45,1,-0.001,0,-0.003,0,0,-0.002,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490962,2.529882,1.058932,0.755479,0.391809,-0.00029,0.151006,0.237563,39.36982,0.000136,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
18,13:29:13,3/11/25,Petal_2025_low,glb and ks,Eschscholzia californica,PC,018,Bottom,0.005997,1.903943,0.005978,0.049156,1.023368,1.02066,1.838999,0.815631,10.142927,10.169836,18.275265,0.441786,7.5,56.03,55.88,16.01,16.12,16.12,100.63,79.9,71.6,10.3,121,4.126,13:20:51,3/11/25,-0.45,1,0.001,0.001,0.004,0,0.001,-0.003,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490869,2.529829,1.062396,0.740574,0.391134,0.002766,0.152897,0.213021,39.354088,0.000133,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
19,13:31:06,3/11/25,Petal_2025_low,glb and ks,Calystegia,PC,019,Top,0.001845,1.89851,0.001843,0.021276,1.015136,1.01396,2.157547,1.142411,10.082957,10.094648,21.454943,0.441786,7.5,55.22,55.15,16.12,18.65,18.65,100.56,79.6,79.7,-0.1,1758,4.125,13:20:51,3/11/25,-0.45,1,-0.001,-0.001,-0.003,0.001,-0.001,0.002,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48983,2.528631,1.060421,0.757342,0.389509,0.029595,0.161489,1.648517,39.277554,0.000136,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
20,13:31:57,3/11/25,Petal_2025_low,glb and ks,Calystegia,PC,020,Bottom,0.037827,1.896709,0.037088,0.4529,1.036304,1.011247,2.244553,1.208249,10.053885,10.302998,22.315483,0.441786,7.5,55.74,54.39,16.29,19.28,19.28,100.58,79.5,79.6,-0.2,2034,4.124,13:31:33,3/11/25,-0.42,1,0.001,0,-0.002,0.006,0.001,-0.001,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488733,2.529296,1.059767,0.757221,0.386762,0.034766,0.164933,1.890249,39.266468,0.000133,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
1,13:41:38,3/11/25,Petal_2025_low,glb and ks,Eschscholzia californica,PC,001,Bottom,-0.004412,1.892313,-0.004422,-0.04615,1.032986,1.035548,2.066973,1.033987,10.291544,10.266083,20.542112,0.441786,7.5,53.19,53.33,16.98,17.97,17.97,100.62,79.3,80.2,-1.2,308,4.124,13:41:09,3/11/25,-0.49,1,0,0,-0.003,-0.026,-0.056,-0.109,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48709,2.525565,1.058175,0.758456,0.376243,0.012306,0.184562,0.3769,82.153198,0.000129,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
2,13:42:36,3/11/25,Petal_2025_low,glb and ks,Eschscholzia californica,PC,002,Top,0.001599,1.905402,0.001597,0.025493,1.026266,1.024864,2.603151,1.576885,10.186045,10.199986,25.872522,0.441786,7.5,52.04,51.97,17.22,21.69,21.69,100.61,80,80,0,2074,4.123,13:41:09,3/11/25,-0.49,1,0,0,-0.003,-0.018,-0.031,-0.062,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.485144,2.52384,1.062928,0.758013,0.372594,0.051832,0.189509,1.925607,79.866173,0.000142,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
1,14:02:07,3/11/25,Petal_2025_low,glb and ks,Calystegia,"34.454212431069564, -120.45364342751978",001,Top,-0.004771,1.8994,-0.004783,-0.042562,1.08123,1.083579,1.962719,0.881489,10.773895,10.750538,19.515078,0.441786,7.5,51.87,51.98,18.1,17.15,17.15,100.57,79.6,79.8,-0.2,598,4.123,14:01:55,3/11/25,-0.28,1,-0.001,0,-0.01,-0.023,-0.045,-0.093,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.484955,2.523071,1.060744,0.757519,0.359627,-0.009322,0.181075,0.631122,74.437019,0.000142,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
2,14:02:32,3/11/25,Petal_2025_low,glb and ks,Calystegia,"34.454212431069564, -120.45364342751978",002,Bottom,0.051989,1.901938,0.050606,0.414682,1.107165,1.084325,1.918828,0.811663,10.782327,11.009446,19.080475,0.441786,7.5,53.08,51.98,18.11,16.79,16.79,100.57,79.8,79.6,0.3,222,4.122,14:01:55,3/11/25,-0.28,1,0.003,0,0.002,-0.02,-0.036,-0.067,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.484949,2.524816,1.061666,0.757075,0.359458,-0.013351,0.183533,0.301651,73.466423,0.000136,2.400461,-0.000053,1,2.435166,-0.000058,1,0.601058,0.603298,0.107219,0,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
